"LOJA","NM_LOJA","DT_VENDA","MES_VENDA","ANO_VENDA","SKU","SKU_DESC","CLIENTE","CEP","VENDA"
1,"Interlagos","2019-11-25",11,2019,90220200000000,"C.COLANTE PORCEL. INT CZ 20KG","144229643XXXXXXXXXXX",5835004,1.16
2,"Ribeirão Preto","2019-11-29",11,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","36677XXXXXXXXXXXXXXX",14096550,11.18
3,"Campinas D. Pedro","2019-11-10",11,2019,14991042200000,"Evap DUAL Inverter 22000 btus Fr LG","59764X14XXXXXXXXXXXX",13275410,203.42
4,"Contagem","2019-11-07",11,2019,14922971440000,"ARGAMASSA COLANTE ACII MG","2977539XXXXXXXXXXXXX",32371240,0.27
4,"Contagem","2019-11-13",11,2019,14922971440000,"ARGAMASSA COLANTE ACII MG","1441433423XXXXXXXXXX",30514160,16.05
5,"Raposo Tavares","2019-11-19",11,2019,14957176200000,"REV BR BOLD INT 33X57 ELGIN 52463 M2","1441459256XXXXXXXXXX",6870250,118.53
7,"Rio Norte","2019-11-26",11,2019,14140491010000,"Massa f12 sache 200g sucupira","1439XX9147XXXXXXXXXX",26131080,-1.36
7,"Rio Norte","2019-11-22",11,2019,14962339400000,"Conjunto Aço Kangfu 8 peças Marrom","445X1423XXXXXXXXXXXX",24936350,135.17
9,"Curitiba","2019-11-12",11,2019,14795741500000,"REV BR BOLD INT 33X46,6 TIJOLO MESCL M2","14145145X63XXXXXXXXX",83206130,4.83
9,"Curitiba","2019-11-05",11,2019,14974675500000,"PORC ESM AC RET INT 50X101 AMBRE M2 ART","6422533XXXXXXXXXXXXX",81670110,2.36
10,"Sao Caetano","2019-11-20",11,2019,90272371000000,"PISO BR INT 61X61 BRISA M2","144147431414XXXXXXXX",9411010,526.22
11,"Rio Barra","2019-11-18",11,2019,14991020500000,"REV BR BOLD INT 32X54 ATHENAS M2","2799777XXXXXXXXXXXXX",20520054,5.44
12,"Morumbi","2019-11-02",11,2019,90401440200000,"REV AC RET INT 61X61 61043 M2","5373232XXXXXXXXXXXXX",6730000,16.7
12,"Morumbi","2019-11-26",11,2019,14757265300000,"Gesso po 4kg-fortaleza","14472935XXXXXXXXXXXX",4552000,1.74
12,"Morumbi","2019-11-17",11,2019,14741491640000,"Arg porcelanato ext cnza 20kg fort","3X67479XXXXXXXXXXXXX",4542051,4.74
13,"Brasilia Sul","2019-11-01",11,2019,14145391150000,"Tubo descarga ext 40mmx1,5m-Plastilit","69143999XXXXXXXXXXXX",71720585,2.1
13,"Brasilia Sul","2019-11-24",11,2019,14914950150000,"PISO AC INT 33X59 CARVALHO VA33009 M2","514146437XXXXXXXXXXX",72426155,0.81
15,"São José Campos","2019-11-16",11,2019,14143647100000,"CompVirolinha Lam 2200X1600X15Mm M2","3146X5147XXXXXXXXXXX",12244461,27.66
16,"Ricardo Jafet","2019-11-16",11,2019,14920461200000,"REJ BRANCO 1KG ACRIL AREA UMIDA ARGATEX","9734575XXXXXXXXXXXXX",2420000,30.46
18,"Goiania","2019-11-11",11,2019,14991146500000,"PISO AC INT 53,3X53,3 ILHEUS M2","476142214XXXXXXXXXXX",74525060,32.98
19,"Porto Alegre","2019-11-20",11,2019,14935679200000,"Lavatorio Vidro Guadalajara L80xP54 Sen","14414714X75XXXXXXXXX",90040001,154.64
20,"BH Sul","2019-11-10",11,2019,14996161430000,"Escada Articulada 4x4 degraus 13","676272XXXXXXXXXXXXXX",30335030,71.11
21,"Niteroi","2019-11-19",11,2019,14955753100000,"PISO BR INT 51,5X51,5 ANDORINHA CZ M2","1441469546XXXXXXXXXX",24435030,39.34
21,"Niteroi","2019-11-20",11,2019,14929616500000,"ARG ACI CZ 20KG AXTON","6673746XXXXXXXXXXXXX",20030002,2.96
22,"Anhanguera","2019-11-29",11,2019,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","4566X67XXXXXXXXXXXXX",13278136,44.12
24,"Lar Center","2019-11-01",11,2019,14962142940000,"Spot Sob GU10 Technic 1L Prata Inspir","142454577XXXXXXXXXXX",2343000,0.88
24,"Lar Center","2019-11-05",11,2019,14921475410000,"Suporte 4x2 3mod Orion","1414244147XXXXXXXXXX",1536000,0.67
24,"Lar Center","2019-11-30",11,2019,14959595400000,"Closet 3gav/cab/7nich Legno 236x159x54","267272XXXXXXXXXXXXXX",8561620,152.03
27,"Sorocaba","2019-11-15",11,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","1441456422XXXXXXXXXX",18044690,9.55
27,"Sorocaba","2019-11-10",11,2019,14922999400000,"ELEM VAZ LOUÇA FOLHA PRETO 25x25,7,5cm","142495314XXXXXXXXXXX",18017230,38.99
27,"Sorocaba","2019-11-25",11,2019,14796350500000,"Joelho 45 esgoto 100mm - plasilit","1422141463XXXXXXXXXX",18052445,13.719999999999999
32,"São Leopoldo","2019-11-19",11,2019,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","144X93276XXXXXXXXXXX",93900000,265.34
35,"Curitiba Atuba","2019-11-06",11,2019,14759901500000,"CHURR CONC MINI BABY MESA FRON","14953359XXXXXXXXXXXX",82620200,12.6
36,"BH Norte","2019-11-04",11,2019,90314029000000,"Cap PVC 40x60 Bem Vindo Vinil Cz","3577646XXXXXXXXXXXXX",31155080,4.64
38,"Fortaleza","2019-11-18",11,2019,90279014000000,"PISO BR INT 46X46 DUNAS BG M2","14214532143XXXXXXXXX",60730610,3.19
38,"Fortaleza","2019-11-27",11,2019,90413701000000,"PORC ESM AC RET EXT 50X50 BG PASSEIO M2","647779XXXXXXXXXXXXXX",60180000,146.69
41,"Anália Franco","2019-11-16",11,2019,14920473100000,"REJ TABACO 1KG ACRIL AREA UMIDA ARGATEX","37147722XXXXXXXXXXXX",3370055,14.91
42,"Jaguaré","2019-11-23",11,2019,14931441900000,"RODAPE 70MM N°7 1,80M ARTENS","14X1473377XXXXXXXXXX",5303904,14.16
42,"Jaguaré","2019-11-28",11,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","3X7479XXXXXXXXXXXXXX",5410001,19
44,"Campo Grande","2019-11-28",11,2019,14640147630000,"Prato res p/ floreira 80 4x74cm pt","143244777XXXXXXXXXXX",1240001,18.53
50,"Maceio","2019-11-18",11,2019,14917701100000,"JANELA HOME VITRÔ 2F 100x120","14331414777XXXXXXXXX",57990000,328.16
55,"Taubaté","2019-11-12",11,2019,14997771300000,"PISO BR INT 43X43 VSP004 M2","14147397144XXXXXXXXX",12120000,2.71
58,"Marginal Tietê 2","2019-11-16",11,2019,14929621400000,"ARG ACII CINZA 20KG AXTON","144X14X493XXXXXXXXXX",8210130,107.39
58,"Marginal Tietê 2","2019-11-23",11,2019,14917467300000,"REJ CHAMPAGN 3KG CIMNT AREA SECA ELIANE","2355422XXXXXXXXXXXXX",5009060,29.3
3,"Campinas D. Pedro","2019-12-12",12,2019,14974663600000,"PISO AC INT 61X61 CONCRETO PLUS M2 ART","6X69659XXXXXXXXXXXXX",13091504,100.27000000000001
4,"Contagem","2019-12-05",12,2019,14903124300000,"TOLDO POLICARBONATO MARROM PT 125,5X100","1414762X34XXXXXXXXXX",30730220,292.69
4,"Contagem","2019-12-17",12,2019,90272371000000,"PISO BR INT 61X61 BRISA M2","9444427XXXXXXXXXXXXX",32685004,0.36
5,"Raposo Tavares","2019-12-19",12,2019,14514195240000,"Curva condutor ret galv cort28 -cfort","144252792XXXXXXXXXXX",5537020,2.4
35,"Curitiba Atuba","2019-07-12",7,2019,14914994950000,"AUTONIVEL AN75 CZ 20KG AXTON","1432774147XXXXXXXXXX",82220662,30.46
35,"Curitiba Atuba","2019-07-06",7,2019,14937647600000,"Banh C/Hidro GOLDLINE 170x110 Ourofino","414773514XXXXXXXXXXX",83505134,442.91
35,"Curitiba Atuba","2019-07-24",7,2019,14971454720000,"MASSA PLACOMIX E 6 KG PLACO","143635979XXXXXXXXXXX",82710260,0.19
5,"Raposo Tavares","2020-07-03",7,2020,14913139200000,"TELHA FIBROC ONDUL 5mm 2,44x1,1m  BRASIL","5349X73XXXXXXXXXXXXX",6056470,238.04
5,"Raposo Tavares","2020-07-04",7,2020,14757265300000,"Gesso po 4kg-fortaleza","145746994XXXXXXXXXXX",5569120,3.29
5,"Raposo Tavares","2020-07-17",7,2020,14797101460000,"ARG PORCELANATO INT CINZA 20KG VOT","6X53364XXXXXXXXXXXXX",6711340,5
3,"Campinas D. Pedro","2020-07-21",7,2020,14142067760000,"Selador acrilico poliplast 3,6l","145XX7923XXXXXXXXXXX",13090605,2.9
3,"Campinas D. Pedro","2020-07-22",7,2020,14914339260000,"GABINETE COZ ACO DELINIA 1,50 BR","14579X299XXXXXXXXXXX",13069082,6.08
3,"Campinas D. Pedro","2020-07-19",7,2020,14941196600000,"Mod tom 2p+t 20a Pro","4345276XXXXXXXXXXXXX",13260000,0.55
3,"Campinas D. Pedro","2020-07-05",7,2020,14999149160000,"Kit Vaso Sanit C/Cx 3/6L Vert Elite Br","142795455XXXXXXXXXXX",13045750,66.33
3,"Campinas D. Pedro","2020-07-03",7,2020,90527241000000,"PIS LAM AMND N9 135,7X21,7X0,7M2 ART","145754X65XXXXXXXXXXX",13163338,200.75
58,"Marginal Tietê 2","2019-07-19",7,2019,14956493000000,"Lamp Ledc Bulbo 4.8W Br Biv Galaxy","92795214XXXXXXXXXXXX",2979140,2.56
58,"Marginal Tietê 2","2020-07-15",7,2020,90312551000000,"Varao p/Cortina Box 1,10x2,00M Alum","142645X144XXXXXXXXXX",4543010,6.4
58,"Marginal Tietê 2","2019-07-02",7,2019,14933691420000,"PISO AC INT 50X50 MAZAL M2","1435414X43XXXXXXXXXX",2250010,25.55
58,"Marginal Tietê 2","2020-07-05",7,2020,14953194600000,"ESC 2 DEGR PTO AÇO 0,48M 120KG ANODILAR","142266779XXXXXXXXXXX",5145901,7.35
58,"Marginal Tietê 2","2020-07-31",7,2020,14913913400000,"PORC ESM AC RET INT 19X117 HOME BE M2","6974625XXXXXXXXXXXXX",5033080,387.59
15,"São José Campos","2020-07-25",7,2020,14144314144000,"Mod inter paralelo Brava","22614244XXXXXXXXXXXX",12228260,1.63
17,"Bangu","2019-08-27",8,2019,14714497340000,"Pilha alcalina grande d c/2 duracell","1425X975XXXXXXXXXXXX",9540204,3.2
49,"Natal","2020-08-12",8,2020,90211425400000,"REV BR BOLD INT 33X46 CARIRI CINZA M2","14X7147345XXXXXXXXXX",59150168,71.23
20,"BH Sul","2019-08-19",8,2019,14990999500000,"REV BR BOLD INT 32X54 6029 M2","143X7X3614XXXXXXXXXX",30575833,36.92
20,"BH Sul","2020-08-02",8,2020,14955441460000,"Cup Cil P Algodao Preta 30x20cm","3X2X7X14XXXXXXXXXXXX",30310200,5.55
20,"BH Sul","2020-08-27",8,2020,90427614000000,"PORC ES AC RET EXT 87,7X87,7 YORK SGR M2","374714X2XXXXXXXXXXXX",30492020,286.48
20,"BH Sul","2020-08-20",8,2020,14974676200000,"PORC ESM AC RET INT 50X101 CHENE M2 ART","33459X6XXXXXXXXXXXXX",36415000,30.18
50,"Maceio","2020-08-22",8,2020,14953093100000,"AXTON ARG INTERNO ACI- 20KG","597X772XXXXXXXXXXXXX",72115550,2.1
50,"Maceio","2019-08-09",8,2019,14917711600000,"JANELA HOME VITRÔ 4F 100x150","14369729XXXXXXXXXXXX",57040000,67.15
50,"Maceio","2020-08-22",8,2020,90321910000000,"REV BR RET INT 36X58 ASCOT M2","146X77977XXXXXXXXXXX",57042070,10.63
50,"Maceio","2020-08-15",8,2020,14619551450000,"Pilha alcalina palito aaa4 c/4 eveready","3475X23XXXXXXXXXXXXX",5653160,2.25
18,"Goiania","2020-08-29",8,2020,14676462200000,"ARG ACI INT CINZA 20KG VOT","145723723XXXXXXXXXXX",74477600,2.36
18,"Goiania","2020-08-05",8,2020,14676462200000,"ARG ACI INT CINZA 20KG VOT","1459755X6XXXXXXXXXXX",75370000,19.2
12,"Morumbi","2020-08-18",8,2020,14913142140000,"LP OSB APA PLUS 9,5X1200X2400","5577414XXXXXXXXXXXXX",4538133,517.21
12,"Morumbi","2020-08-21",8,2020,14914363060000,"Gabinete L45xP71cm Moderno 1 P&C","145963776XXXXXXXXXXX",4728150,-177.98
21,"Niteroi","2019-08-20",8,2019,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","6734423XXXXXXXXXXXXX",24130005,315.82
21,"Niteroi","2019-08-27",8,2019,14914236430000,"Textura Luxens Lisa branca 24kg","42492147XXXXXXXXXXXX",24340210,-58.63
21,"Niteroi","2019-08-12",8,2019,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","66373514XXXXXXXXXXXX",20560120,11.11
36,"BH Norte","2020-08-29",8,2020,14922914050000,"ARGAMASSA  PORC 20KG MG","145X97575XXXXXXXXXXX",31910660,3.99
36,"BH Norte","2019-08-06",8,2019,14922979100000,"ARGAMASSA COLANTE ACIII MG","6779949XXXXXXXXXXXXX",31910400,3.4
36,"BH Norte","2019-08-21",8,2019,14791657000000,"Grout 20 kg fort","142657573XXXXXXXXXXX",31990250,15.09
36,"BH Norte","2020-08-12",8,2020,14140226550000,"TELHA PVC COLON 2,3x0,86m CERÂM AXTON","22X7555XXXXXXXXXXXXX",31910170,-4.11
36,"BH Norte","2019-08-10",8,2019,14914259110000,"PORTA FRISO F09 SARRAF CP 3,5x210X70cm","794576XXXXXXXXXXXXXX",33172090,24.65
4,"Contagem","2019-08-02",8,2019,14914675400000,"LUVA DE EMENDA FLEXOR SEM ROSCA 3/4","65749146XXXXXXXXXXXX",30710260,4.86
4,"Contagem","2020-08-26",8,2020,90413614000000,"PORC ESM AC RET INT 58X58 BASALT DARK M2","451476144XXXXXXXXXXX",35740000,2.35
4,"Contagem","2019-08-27",8,2019,14956493000000,"Lamp Ledc Bulbo 4.8W Br Biv Galaxy","142967X96XXXXXXXXXXX",33925210,1.26
9,"Curitiba","2020-08-18",8,2020,14949973200000,"GESSO REVESTIMENTO LENTO 20KG","146X47977XXXXXXXXXXX",80250210,4.36
9,"Curitiba","2020-08-06",8,2020,14957244100000,"FORRO PLUS LISO 200MMX7MM C/6M","5349367XXXXXXXXXXXXX",81050300,27.32
9,"Curitiba","2019-08-23",8,2019,14142040530000,"MANTA LIQUIDA SIKAFILL CINZA 3,6KG SIKA","297XX914XXXXXXXXXXXX",80220051,13.08
33,"Londrina","2019-08-12",8,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","1437142675XXXXXXXXXX",86081618,14.56
33,"Londrina","2019-08-29",8,2019,14145140550000,"ARG PISO/PISO INT/EXT CINZA 20KG VOT","14393X33XXXXXXXXXXXX",86036490,2.65
27,"Sorocaba","2019-08-02",8,2019,14924709500000,"BLOCO CERÂMICO VEDAÇÃO 11,5X14X24","145914772XXXXXXXXXXX",18050210,1.95
27,"Sorocaba","2019-08-31",8,2019,14961444760000,"CAIXA D AGUA POLI 1000L V4 TIGRE","965263XXXXXXXXXXXXXX",18020400,63.57
27,"Sorocaba","2019-08-27",8,2019,14921044300000,"PIS LAM GOIANIA JAO 120X21,5X0,65M2 ART","5X4X367XXXXXXXXXXXXX",18136700,-1.67
46,"Tamboré","2020-08-12",8,2020,14923141140000,"PIS LAM ELMO RAVENA N8 136X22X0,7M2 ART","7X4X343XXXXXXXXXXXXX",6608240,166.15
46,"Tamboré","2019-08-18",8,2019,14906161600000,"VEDACIT BALDE 18L","143642479XXXXXXXXXXX",6380030,-1.6
46,"Tamboré","2020-08-21",8,2020,14142067143000,"Selador acrilico poliplast 18l","146X72793XXXXXXXXXXX",6436210,11.81
38,"Fortaleza","2019-08-14",8,2019,14950614146000,"Cuba Ap Quad Onix C/M 40x40cm Br Venturi","14371477X2XXXXXXXXXX",60115015,76.74
38,"Fortaleza","2020-08-20",8,2020,14777914460000,"Caixa Acopl Izy/Targa/Aspe/Rav Gelo 3/6L","146X76424XXXXXXXXXXX",60860150,4.65
38,"Fortaleza","2020-08-19",8,2020,14936999400000,"PISO BR INT 60X60 PARQUET MARFIM M2","914471469XXXXXXXXXXX",60175195,50.17
38,"Fortaleza","2020-08-17",8,2020,14940401400000,"Latex acril hplus 18l perola","2277677XXXXXXXXXXXXX",61760000,17.9
38,"Fortaleza","2020-08-22",8,2020,14966412000000,"Assento Conv Almofadado Plus Br Sensea","14475X1437XXXXXXXXXX",60834255,5.81
11,"Rio Barra","2019-08-17",8,2019,14741491640000,"Arg porcelanato ext cnza 20kg fort","14347XXX9XXXXXXXXXXX",22621180,6.79
11,"Rio Barra","2020-08-06",8,2020,14990914143000,"RODAPE N9 7970813 MR 70X2400 PC","145977593XXXXXXXXXXX",23092210,82.44
11,"Rio Barra","2019-08-20",8,2019,14775992400000,"Esm sint ac coralit perm 3,6l branco","143737437XXXXXXXXXXX",22631905,64.18
11,"Rio Barra","2020-08-11",8,2020,14141600510000,"Acab pq zeta cr-fabrimar","143X6X1466XXXXXXXXXX",22461190,10.64
7,"Rio Norte","2019-08-13",8,2019,14140142176000,"ADESIVO ACRILICO GLOBALFIX 4KG","14371462142XXXXXXXXX",25685231,3.58
7,"Rio Norte","2019-08-13",8,2019,14914250360000,"Kit Vaso Sanit C/Cx 3/6L Vert Quadra Br","374X7143XXXXXXXXXXXX",22770104,110.32
22,"Anhanguera","2020-08-17",8,2020,14923141210000,"PIS LAM LGN BLANCHE N2 136X22X0,7M2 ART","3949934XXXXXXXXXXXXX",13060113,72.09
7,"Rio Norte","2019-12-19",12,2019,14945354600000,"Acril Fo Rende Muito 20L Branco Coral","467X772XXXXXXXXXXXXX",21540700,53.51
7,"Rio Norte","2019-12-22",12,2019,14963311400000,"REV BR BOLD INT 10X20 BRANCO M2 ART","99X7514XXXXXXXXXXXXX",20735130,86.49
9,"Curitiba","2019-12-15",12,2019,90455414400000,"Difusor Secar Charm Rosas Amsterdã 100ml","64X14935XXXXXXXXXXXX",80610200,0.65
9,"Curitiba","2019-12-27",12,2019,14796472300000,"Bloco cer 6 furos 9x14x19cm (pr)","14146441476XXXXXXXXX",83602586,10.15
10,"Sao Caetano","2019-12-03",12,2019,14956149300000,"Coluna Susp P/Lavat Like Br Roca","7X144693XXXXXXXXXXXX",9061530,18.56
11,"Rio Barra","2019-12-05",12,2019,14937120500000,"PISO AC INT 61X61 AVORIO M2 ART","46241447XXXXXXXXXXXX",20231050,73.2
12,"Morumbi","2019-12-07",12,2019,14914014141400,"PORC ESM POL RET INT 59X118,2 PLACE M2.","473379XXXXXXXXXXXXXX",5640004,87.12
15,"São José Campos","2019-12-01",12,2019,14995706300000,"PORC ESM PO RET INT60X60 MARB BLK II M2","7277X94XXXXXXXXXXXXX",11660330,43.1
15,"São José Campos","2019-12-14",12,2019,14936461100000,"CIMENTO CPII Z32 TODAS AS OBRAS 25KG VOT","95147257XXXXXXXXXXXX",12248190,0.02
15,"São José Campos","2019-12-13",12,2019,14140141924000,"Perf red amendola vergara 2,10m","2945745XXXXXXXXXXXXX",12213648,-2.14
15,"São José Campos","2019-12-26",12,2019,90246275000000,"Cavadeira Articulada  c/cabo 110cm","6675974XXXXXXXXXXXXX",12230000,0.83
15,"São José Campos","2019-12-07",12,2019,14955143640000,"VIT CORR IDEAL ELO VG 120X100 GT R12.","35XX974XXXXXXXXXXXXX",12321700,112.19
15,"São José Campos","2019-12-04",12,2019,14140147972000,"PAST VDR MESCLA VAN GOGH CZ 2,5X2,5 PC","144X6X1464XXXXXXXXXX",12228131,31.26
16,"Ricardo Jafet","2019-12-23",12,2019,14975562400000,"GABINETE COZ SPRING 1,20 NODO","7457X76XXXXXXXXXXXXX",1540020,157.15
17,"Bangu","2019-12-10",12,2019,14914255400000,"PORTA FRISO F09 BONDOOR CP 3,5x210X70cm","41474X34XXXXXXXXXXXX",21830473,7.03
22,"Anhanguera","2019-12-16",12,2019,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","1443372714XXXXXXXXXX",13171600,10.96
24,"Lar Center","2019-12-01",12,2019,14957556300000,"Alm Poli Matilda 45x45cm Taupe Naterial","144X145572XXXXXXXXXX",2475001,-6.03
24,"Lar Center","2019-12-12",12,2019,90227620000000,"REV AC RET INT 43,2X91 RUBIK AZ M2","45536X5XXXXXXXXXXXXX",2510000,136.21
27,"Sorocaba","2019-12-04",12,2019,14990999500000,"REV BR BOLD INT 32X54 6029 M2","14336372XXXXXXXXXXXX",18111170,18.04
27,"Sorocaba","2019-12-27",12,2019,14959421410000,"PIS VIN HOME CARVL 15,24X91,4 COL M2 EU","77543147XXXXXXXXXXXX",13328261,0.77
28,"Brasilia Norte","2019-12-22",12,2019,14997012500000,"Vaso Sanit P/Cx Vert Aspen Creme Deca","3326672XXXXXXXXXXXXX",70331713,49.38
32,"São Leopoldo","2019-12-17",12,2019,90535235000000,"PORC ESM AC RET INT 20X120 MAD COGNAC M2","532141459XXXXXXXXXXX",93210240,87.72
32,"São Leopoldo","2019-12-28",12,2019,14946126000000,"REFIL ROLO P/Metal/madeira S/C 11CM 2UN","142926526XXXXXXXXXXX",95660000,0.6
38,"Fortaleza","2019-12-10",12,2019,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","1443146549XXXXXXXXXX",60150161,8.45
41,"Anália Franco","2019-12-09",12,2019,14140395460000,"REJ BRANCO 5KG CIMENT AREA SECA ARGATEX","1443X4557XXXXXXXXXXX",8265360,4.05
45,"São Bernardo","2019-12-17",12,2019,14747149300000,"ARG ACII INT/EXT CZ 20KG FORTALEZA","144X7X975XXXXXXXXXXX",9010100,6.86
58,"Marginal Tietê 2","2019-12-28",12,2019,14141550110000,"REV BR BOLD INT 32,1X57 ISABELA PLUS M2","3797762XXXXXXXXXXXXX",2713000,75.25
58,"Marginal Tietê 2","2019-12-16",12,2019,14929620000000,"ARG P/P  INTER CZ 20KG AXTON","144273214XXXXXXXXXXX",5059100,11.31
1,"Interlagos","2020-08-25",8,2020,14145392340000,"Flex agua univ 1/2x60cm plast br-plastil","14497143149XXXXXXXXX",4364030,34.36
1,"Interlagos","2019-08-20",8,2019,14932079100000,"PISO AC EXT 60X60 BG HD61474 M2 ART","1461471432XXXXXXXXXX",4430010,5.79
24,"Lar Center","2020-08-08",8,2020,14931491110000,"Kit Gab Petit L46xP31cm Br Bech","5662657XXXXXXXXXXXXX",2417130,39.37
24,"Lar Center","2020-08-15",8,2020,14143914632000,"Assento Quadra MDF Laqueado Br/Cr Sicmol","714677143XXXXXXXXXXX",2256160,2.71
39,"São José","2019-08-04",8,2019,14754446400000,"Fossa biodigest poli ecolimp 600l -dalka","64145X25XXXXXXXXXXXX",88139188,161.42
23,"Taguatinga","2020-08-31",8,2020,14929624200000,"ARG MASSA PRONTA INT/EXT CZ 20KG AXTON","1426275714XXXXXXXXXX",71675090,17.14
23,"Taguatinga","2020-08-12",8,2020,14914707950000,"REV BR RET INT 31X56 ISABELA PLUS M2 ART","4739XX6XXXXXXXXXXXXX",72110600,124.96
23,"Taguatinga","2019-08-29",8,2019,14736146660000,"Cola de contato 2,8kg cascola","229753XXXXXXXXXXXXXX",71926000,16.46
26,"Jacarepagua","2020-08-18",8,2020,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","146X37452XXXXXXXXXXX",21340400,28.61
26,"Jacarepagua","2019-08-22",8,2019,14904342300000,"PORC ESM AC RET INT59X59 BCO SENSITI M2","5143X257XXXXXXXXXXXX",21555440,11.34
26,"Jacarepagua","2020-08-27",8,2020,14657724600000,"Bocal mold galv cort28 -cfort","47529914XXXXXXXXXXXX",22740300,7.13
13,"Brasilia Sul","2020-08-12",8,2020,14959537300000,"Elemento Vazado Composé 39x39x07cm","5X67366XXXXXXXXXXXXX",71996030,-2.92
44,"Campo Grande","2020-08-16",8,2020,14973917400000,"Churra Gas 3 queimadores Kenton Naterial","146X5X543XXXXXXXXXXX",79560000,193.25
19,"Porto Alegre","2020-08-13",8,2020,90351744000000,"Serra Márm 1450W 4100 NH2Z 220V+3 disc","14399236XXXXXXXXXXXX",91540150,4.91
16,"Ricardo Jafet","2019-08-13",8,2019,14741491640000,"Arg porcelanato ext cnza 20kg fort","14371414224XXXXXXXXX",9991060,34.79
16,"Ricardo Jafet","2019-08-06",8,2019,14963309600000,"TELHA FIBROVG ECO STILO 2x0,95m VERM OND","21473572XXXXXXXXXXXX",4020060,38.56
16,"Ricardo Jafet","2020-08-25",8,2020,14990999500000,"REV BR BOLD INT 32X54 6029 M2","631499X7XXXXXXXXXXXX",9520200,2.11
16,"Ricardo Jafet","2019-08-21",8,2019,14946071400000,"ROLO P/PAREDE LISA C/C 22CM DEXTER","142576249XXXXXXXXXXX",4052050,5.59
45,"São Bernardo","2020-08-21",8,2020,14691577300000,"PISO AC EXT 43X43 4001 M2","146X4X999XXXXXXXXXXX",9111660,10.35
45,"São Bernardo","2019-08-04",8,2019,14946051100000,"Espe Flex  L65xA77 cm Ng Fabribam","5776772XXXXXXXXXXXXX",9861160,-31.51
45,"São Bernardo","2020-08-16",8,2020,14943621440000,"REV BR BOLD INT 10X20 METRO WHITE M2","14714X65XXXXXXXXXXXX",9961550,68.17
32,"São Leopoldo","2020-08-31",8,2020,14970036600000,"PERFIL T TECNO N°2 1,80M","27X1475XXXXXXXXXXXXX",93010190,22.71
32,"São Leopoldo","2019-08-01",8,2019,14910914600000,"PORC ES AC RET INT62,5x62,5 BR MEGAROM2","14367X773XXXXXXXXXXX",92025403,33.48
28,"Brasilia Norte","2020-08-08",8,2020,90622714000000,"PISO AC EXT 60X60 BG HD61474 M2 ART","77146729XXXXXXXXXXXX",73368518,610.4
28,"Brasilia Norte","2019-08-14",8,2019,14914250360000,"Kit Vaso Sanit C/Cx 3/6L Vert Quadra Br","514143794XXXXXXXXXXX",71574100,154.39
35,"Curitiba Atuba","2019-08-28",8,2019,90314341200000,"ARG LIGAMIX COLANTE ACI 20 KG ARGAFÁCIL","46X75714XXXXXXXXXXXX",82820110,4.92
35,"Curitiba Atuba","2019-08-31",8,2019,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","143262965XXXXXXXXXXX",83325250,12.32
35,"Curitiba Atuba","2020-08-28",8,2020,14914395540000,"Arejador p/torn coz gourmet 1980 cr-stoc","4X714514XXXXXXXXXXXX",83413165,6.31
5,"Raposo Tavares","2020-08-04",8,2020,14979619600000,"TELHA FIBROC ONDUL 5mm 2,44x1,1m  CONFIB","1455941414XXXXXXXXXX",5386000,205.85
3,"Campinas D. Pedro","2019-08-05",8,2019,14144964150000,"Pia Granito 120X55 Cbc 11 Corum Pop","457714X2XXXXXXXXXXXX",13061097,96.78
3,"Campinas D. Pedro","2019-08-12",8,2019,14914141050000,"REV AC BOLD INT 34X50 GALICIA CZ M2 ART","3X34473XXXXXXXXXXXXX",13092506,57.4
58,"Marginal Tietê 2","2020-08-25",8,2020,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","567252XXXXXXXXXXXXXX",3182070,11.19
58,"Marginal Tietê 2","2020-08-14",8,2020,14757262500000,"Arg piso/piso over coll cnza 20kg fort","14214299147XXXXXXXXX",2044130,72.72
58,"Marginal Tietê 2","2019-08-03",8,2019,14939670600000,"Pia Inox 120X53 CBI13 Bella Lisa Franke","143677274XXXXXXXXXXX",2928000,52.06
15,"São José Campos","2020-08-24",8,2020,90272371000000,"PISO BR INT 61X61 BRISA M2","2749X67XXXXXXXXXXXXX",12233401,42.95
15,"São José Campos","2020-08-01",8,2020,14691577300000,"PISO AC EXT 43X43 4001 M2","1423741474XXXXXXXXXX",12237010,5.2
34,"São José do Rio Preto","2020-08-17",8,2020,14946700000000,"PTA SANFONADA 210X72 BRANCO C/T PERMATTI","2327X2XXXXXXXXXXXXXX",15810095,23.25
