"LOJA","NM_LOJA","DT_VENDA","MES_VENDA","ANO_VENDA","SKU","SKU_DESC","CLIENTE","CEP","VENDA"
34,"São José do Rio Preto","2020-04-04",4,2020,14962343600000,"Fita dupla face 12mmX2m adere","6326776XXXXXXXXXXXXX",15077070,4.07
35,"Curitiba Atuba","2020-04-28",4,2020,90401441600000,"REV AC RET INT 61X61 61060 M2","33367414XXXXXXXXXXXX",82860570,119.81
36,"BH Norte","2019-04-01",4,2019,14936274200000,"Acril fo luxens econ 20l branco","143914579XXXXXXXXXXX",31160170,12.8
36,"BH Norte","2019-04-17",4,2019,14922979100000,"ARGAMASSA COLANTE ACIII MG","3979527XXXXXXXXXXXXX",34590000,32.1
39,"São José","2019-04-07",4,2019,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","55149226XXXXXXXXXXXX",88062115,17.52
44,"Campo Grande","2019-04-17",4,2019,14144514944000,"Chapa gesso std branca 1,20x2,40m-12,5mm","1433X6X5XXXXXXXXXXXX",79020122,1.74
44,"Campo Grande","2020-04-24",4,2020,14779641450000,"REV BR BOLD INT 33X46,6 ISABELA M2","142576296XXXXXXXXXXX",79011350,49.12
44,"Campo Grande","2020-04-08",4,2020,14971454146000,"MASSA PLACOMIX E 21 KG PLACO","47357X7XXXXXXXXXXXXX",79040180,2.38
46,"Tamboré","2020-04-01",4,2020,14914932510000,"REV AC RET INT 31X55 31962 M2 ART","93565XXXXXXXXXXXXXXX",6329210,3.79
46,"Tamboré","2019-04-29",4,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","1414399442XXXXXXXXXX",6653140,5.72
49,"Natal","2020-04-09",4,2020,14779261400000,"Cuba Ap Quad Q6 C/M 35cm Br Celite","142327X76XXXXXXXXXXX",59060738,72.47
50,"Maceio","2019-04-03",4,2019,14754446400000,"Fossa biodigest poli ecolimp 600l -dalka","77997142XXXXXXXXXXXX",57180000,445.31
50,"Maceio","2020-04-03",4,2020,14943103400000,"Esm sint. luxens fo 3,6l  branco","1451464X45XXXXXXXXXX",57035554,24.34
58,"Marginal Tietê 2","2019-04-05",4,2019,14905061200000,"Assento Neo Poliest FS Cz Fosco Policlas","1432714762XXXXXXXXXX",1520010,51.98
1,"Interlagos","2020-05-25",5,2020,14927967300000,"LAMP FLUOR 3U 25W AM 127V LEXMAN","577775XXXXXXXXXXXXXX",4142080,11.28
1,"Interlagos","2020-05-20",5,2020,14591419450000,"CAL HIDRATADA CONSTRUÇÃO CIVIL 20KG VOT","141479271414XXXXXXXX",4660002,0.79
2,"Ribeirão Preto","2019-05-04",5,2019,14579451430000,"Acril ac toque seda 3,6l palha","14147X446XXXXXXXXXXX",14680000,9.26
2,"Ribeirão Preto","2019-05-29",5,2019,14140143422000,"Assento Gap Termofixo Branco Amortecido","56614253XXXXXXXXXXXX",14015110,223.41
4,"Contagem","2019-05-11",5,2019,14999404400000,"PISO AC EXT 54X54 CA14521 M2","7146644XXXXXXXXXXXXX",30516260,120.3
4,"Contagem","2020-05-29",5,2020,14990999500000,"REV BR BOLD INT 32X54 6029 M2","14373X714XXXXXXXXXXX",30514000,8.31
4,"Contagem","2019-05-13",5,2019,14905776600000,"DURAFLOOR NEW WAY AMENDOLA CURACAOM2","143473767XXXXXXXXXXX",30626040,-176.47
4,"Contagem","2020-05-27",5,2020,14974514240000,"MANTA 1,20X8,0 AXTON M2","14514XX1436XXXXXXXXX",32145644,45.48
4,"Contagem","2020-05-13",5,2020,14922971440000,"ARGAMASSA COLANTE ACII MG","3X7X7144XXXXXXXXXXXX",32310550,3.47
5,"Raposo Tavares","2020-05-01",5,2020,14961496700000,"PAST VIDRO GG10 30X30 PC","14X414X669XXXXXXXXXX",5408000,150.5
5,"Raposo Tavares","2019-05-20",5,2019,14752541000000,"Pedra miracema cinza 11,5x23cm 10a16mm-","677X294XXXXXXXXXXXXX",5415040,1.42
5,"Raposo Tavares","2020-05-21",5,2020,90405966000000,"Acab pq bello 5460rg-romar","1436779147XXXXXXXXXX",4723000,8.82
5,"Raposo Tavares","2020-05-08",5,2020,14997570400000,"Tinta giz spray azul riviera 340g","142X6954XXXXXXXXXXXX",3016020,9.47
7,"Rio Norte","2019-05-31",5,2019,14995533400000,"BROCA P/ CONCRETO 6X210MM SDS PLUS MTX","144725XXXXXXXXXXXXXX",21020410,0.44
7,"Rio Norte","2019-05-22",5,2019,14927957500000,"LAMP FLUOR 3U 15W BR 127V LEXMAN","57271472XXXXXXXXXXXX",21221320,1.94
7,"Rio Norte","2020-05-08",5,2020,90220200000000,"C.COLANTE PORCEL. INT CZ 20KG","46X2679XXXXXXXXXXXXX",20765171,10.8
7,"Rio Norte","2020-05-20",5,2020,14914414276000,"Rolo Lixa Madei G120 2500X93 Dexter","4X731467XXXXXXXXXXXX",20250070,0.78
7,"Rio Norte","2019-05-21",5,2019,14901414566000,"PEDRA NATURAL MIRACEMA 11,5X23CM M2","32X9614XXXXXXXXXXXXX",21370210,5.08
7,"Rio Norte","2019-05-13",5,2019,14994775300000,"Banc Decor C/Valv 945 L55xP43 Mogno","14147XX3X5XXXXXXXXXX",20943001,15.96
9,"Curitiba","2020-05-11",5,2020,90134695000000,"PISO AC EXT 54X54 CA14014 M2","14236249XXXXXXXXXXXX",83401140,5.65
10,"Sao Caetano","2019-05-31",5,2019,14974514240000,"MANTA 1,20X8,0 AXTON M2","143235257XXXXXXXXXXX",9530700,10.37
10,"Sao Caetano","2019-05-21",5,2019,14914432145000,"PORC ESM AC RET INT 61,1X61,1 61028 M2","143345X46XXXXXXXXXXX",1016000,124.99
11,"Rio Barra","2019-05-15",5,2019,14952173300000,"Caixa plastica pto 19x28x38,5 16L rattam","3277956XXXXXXXXXXXXX",20530002,4.74
12,"Morumbi","2019-05-25",5,2019,14979211450000,"Caixa Acopl Eco/Azale/Acess Br 3/6L Roca","6654499XXXXXXXXXXXXX",4728001,7.57
12,"Morumbi","2020-05-12",5,2020,14991514000000,"REV INT ACET FOOD BLACK PT 20X20 PC ART","222X7144XXXXXXXXXXXX",4932290,3.44
12,"Morumbi","2019-05-08",5,2019,14914175250000,"Toldo fixo 1000X600X3MM Acrilico fosco","14332XX614XXXXXXXXXX",1419100,28.69
13,"Brasilia Sul","2020-05-21",5,2020,14921693200000,"ARG CONTRA PISO-40 KG VOT","14142X3314XXXXXXXXXX",72410612,17.48
13,"Brasilia Sul","2020-05-23",5,2020,14929621400000,"ARG ACII CINZA 20KG AXTON","31429724XXXXXXXXXXXX",73130900,17.87
15,"São José Campos","2019-05-08",5,2019,14967723100000,"fita telada 90m knauf","2323224XXXXXXXXXXXXX",12227796,3.61
15,"São José Campos","2020-05-03",5,2020,14143430660000,"PORC ESM AC RET INT16,5X100AMB ANTWOODM2","297141452XXXXXXXXXXX",12443580,92.74
15,"São José Campos","2019-05-24",5,2019,14940791430000,"REJ MARFIM 4KG CIMENT AREA SECA AXTON","1435142X56XXXXXXXXXX",12221521,9.91
16,"Ricardo Jafet","2019-05-24",5,2019,14917466600000,"REJ PALHA 3KG CIMENT AREA SECA ELIANE","642X545XXXXXXXXXXXXX",9667030,11.95
16,"Ricardo Jafet","2020-05-24",5,2020,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","23791497XXXXXXXXXXXX",4177260,7.36
16,"Ricardo Jafet","2020-05-28",5,2020,14976490600000,"CANTONEIRA METALICA CR 2: 300 CM","1453956514XXXXXXXXXX",3060020,30.94
16,"Ricardo Jafet","2020-05-19",5,2020,14990514440000,"Lamp Ledc Bolinha E27 4W Biv Am Lexman","565X9X6XXXXXXXXXXXXX",4177100,3.52
18,"Goiania","2019-05-14",5,2019,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2","2X9337XXXXXXXXXXXXXX",75143880,612.2
19,"Porto Alegre","2020-03-24",3,2020,14914706340000,"PORC ESM AC RET INT 42,4X86,5 AME M2 ART","145142X477XXXXXXXXXX",90420090,12.84
19,"Porto Alegre","2019-03-14",3,2019,14936451300000,"CIMENTO CPIV 32 TODAS AS OBRAS 50KG VOT","143227X57XXXXXXXXXXX",94814160,195.78
16,"Ricardo Jafet","2020-03-10",3,2020,14940714360000,"REJ BRANCO 1KG CIMENT AREA SECA AXTON","3747X94XXXXXXXXXXXXX",4351090,0.22
16,"Ricardo Jafet","2019-03-27",3,2019,14929621400000,"ARG ACII CINZA 20KG AXTON","2X67149XXXXXXXXXXXXX",4043000,-35.53
16,"Ricardo Jafet","2020-03-09",3,2020,14914446145000,"REV AC BOLD INT 34X58 C54010 RED M2","14X7677X7XXXXXXXXXXX",9050300,105.36
16,"Ricardo Jafet","2020-03-26",3,2020,90707995000000,"Álcool Gel Total Protect 70º 500ml","14377933XXXXXXXXXXXX",4128080,7.12
16,"Ricardo Jafet","2020-03-10",3,2020,14943104100000,"Esm sint. luxens fo 3,6l  preto","463X6144XXXXXXXXXXXX",1551020,18.44
45,"São Bernardo","2019-03-04",3,2019,14140142176000,"ADESIVO ACRILICO GLOBALFIX 4KG","54145393XXXXXXXXXXXX",9820680,68.91
45,"São Bernardo","2019-03-19",3,2019,14941914340000,"Luminaria de emergencia 30leds Slim","721479X5XXXXXXXXXXXX",3080020,25.48
45,"São Bernardo","2019-03-15",3,2019,14646516200000,"Coluna P/Lavat Sabara Br Icasa","143225567XXXXXXXXXXX",9857050,9.49
45,"São Bernardo","2019-03-08",3,2019,14923906600000,"Cola multifix fixa cuba pluvitec g","6924779XXXXXXXXXXXXX",5311030,3.76
45,"São Bernardo","2020-03-12",3,2020,14966314610000,"FECHADURA DIGITAL FR 101 INTELBRAS","1414557737XXXXXXXXXX",11460002,106.5
32,"São Leopoldo","2020-03-31",3,2020,14755314020000,"Chapa gesso std branca 1,20x1,80m-12,5mm","14149X7593XXXXXXXXXX",93130752,30.43
41,"Anália Franco","2020-03-04",3,2020,14914515030000,"Argila Expandida Cinasita 20 kg GRUPO TO","7954754XXXXXXXXXXXXX",3227150,-57.49
41,"Anália Franco","2020-03-31",3,2020,14542590000000,"Selador acrilico suvinil 3,6l","14363745XXXXXXXXXXXX",3375005,8.72
35,"Curitiba Atuba","2020-03-11",3,2020,14662227000000,"Elem vaz cer reto xis 18x18x7cm","1427714793XXXXXXXXXX",83430000,12.97
5,"Raposo Tavares","2019-03-01",3,2019,14140341420000,"REJ PALHA 5KG CIMENT AREA SECA ARGATEX","9934336XXXXXXXXXXXXX",6757170,2.53
2,"Ribeirão Preto","2020-03-30",3,2020,14914339120000,"GABINETE COZ ACO DELINIA 1,20 BCO","1451457969XXXXXXXXXX",14094060,147.36
2,"Ribeirão Preto","2019-03-14",3,2019,14145140550000,"ARG PISO/PISO INT/EXT CINZA 20KG VOT","14322X7X14XXXXXXXXXX",14030340,37.85
2,"Ribeirão Preto","2020-03-31",3,2020,14967947100000,"Aparador Grama AP1500T 1500W 127v","377467XXXXXXXXXXXXXX",14110000,36.67
3,"Campinas D. Pedro","2019-03-22",3,2019,14523716600000,"Tanque Louca 50x38 22L Br Deca","1432439414XXXXXXXXXX",13012000,86.74
58,"Marginal Tietê 2","2020-03-20",3,2020,14925096600000,"Tanque Inox c/ Gab 43,9x51,5x85,2 Franke","51429614XXXXXXXXXXXX",1324000,181.32
58,"Marginal Tietê 2","2020-03-07",3,2020,90161554000000,"REV AC RET INT 29,1X87,7 DIAMANTE NEG M2","1437X97314XXXXXXXXXX",3513010,73.84
58,"Marginal Tietê 2","2020-03-10",3,2020,14967146100000,"Assento Conv Mad Mold Alba Matt Br Sens","7X145737XXXXXXXXXXXX",2994030,-0.58
58,"Marginal Tietê 2","2019-03-26",3,2019,14914932720000,"REV BR RET INT 31X55 31916 M2 ART","143249957XXXXXXXXXXX",13212210,41.12
58,"Marginal Tietê 2","2019-03-26",3,2019,14913913400000,"PORC ESM AC RET INT 19X117 HOME BE M2","1454143144XXXXXXXXXX",2615010,112.18
58,"Marginal Tietê 2","2020-03-03",3,2020,14914515660000,"Areia Media lavada 20 kg","14147714377XXXXXXXXX",6182230,4.55
15,"São José Campos","2020-03-01",3,2020,14614711476000,"ARG ACII INT/EXT CINZA 20KG VOT","146X47142XXXXXXXXXXX",12319670,0.43
15,"São José Campos","2019-03-08",3,2019,14914140035000,"PISO AC EXT 47X47 CA17014 LYON BG M2","143577147XXXXXXXXXXX",12228031,10.4
15,"São José Campos","2020-03-27",3,2020,14991507000000,"Acril fo luxens piso 3,6l branco neve","49914377XXXXXXXXXXXX",12230570,12.25
34,"São José do Rio Preto","2019-03-20",3,2019,14931491110000,"Kit Gab Petit L46xP31cm Br Bech","2227776XXXXXXXXXXXXX",15085140,38.16
57,"Vitoria","2020-04-08",4,2020,14952503000000,"Disp Sab Liq/Alcool 800ml Br Velox Premi","1451495X97XXXXXXXXXX",29101320,100.91
17,"Bangu","2020-04-18",4,2020,90557901000000,"Tenis Pt Fechament Cardarç nº42 Marluvas","67224XXXXXXXXXXXXXXX",92420360,4.91
17,"Bangu","2020-04-21",4,2020,14924491410000,"PLUGUE LATERAL 2P 10A BR ALUMBRA","74942X7XXXXXXXXXXXXX",20260140,0.22
50,"Maceio","2019-04-19",4,2019,14913143400000,"TELHA FIBROC ONDUL 4mm 2,44x0,5m  BRASIL","772414147XXXXXXXXXXX",57045365,17.4
12,"Morumbi","2019-04-23",4,2019,14741491640000,"Arg porcelanato ext cnza 20kg fort","14X5976147XXXXXXXXXX",4576020,27.55
21,"Niteroi","2020-04-04",4,2020,14937917100000,"Duch p/piscina 1j 8'' cv83 pt/cr-astra","414X14X44XXXXXXXXXXX",24456705,25.88
21,"Niteroi","2019-04-20",4,2019,14755314020000,"Chapa gesso std branca 1,20x1,80m-12,5mm","26XX725XXXXXXXXXXXXX",24460005,27.88
4,"Contagem","2019-04-21",4,2019,14751253000000,"Ct 05 bucha ux aba univ 8mm c/paraf pan","61414141455XXXXXXXXX",32017320,4.04
4,"Contagem","2020-04-17",4,2020,14755111440000," REV BR RET INT 30,5X60,5 BR APOLO M2","145242567XXXXXXXXXXX",31560300,461.95
4,"Contagem","2019-04-18",4,2019,14974675500000,"PORC ESM AC RET INT 50X101 AMBRE M2 ART","77141467XXXXXXXXXXXX",30550172,151.34
4,"Contagem","2020-04-11",4,2020,14531616100000,"Cano cpvc aquatherm 22mm-tigre","1439149X4XXXXXXXXXXX",30575160,6.45
4,"Contagem","2019-04-07",4,2019,14914951410000,"REV AC BOLD INT 33X59 LVA33003 M2 ART","1432X726XXXXXXXXXXXX",32370670,23.92
9,"Curitiba","2019-04-27",4,2019,14976414430000,"MONTANTE M48: 300CM","276456XXXXXXXXXXXXXX",83330040,1.87
33,"Londrina","2019-04-22",4,2019,14917459600000,"REJ CINZA 3KG CIMENT AREA SECA ELIANE","1433X6397XXXXXXXXXXX",86081000,9.59
27,"Sorocaba","2020-04-20",4,2020,14929625600000,"ARG PORC E PEDRAS CZ 20KG AXTON","14147935X5XXXXXXXXXX",18120000,63.79
27,"Sorocaba","2019-04-08",4,2019,14937132400000,"PISO AC EXT 61X61 CZ PRADA M2","223XX7XXXXXXXXXXXXXX",18117520,-15.26
27,"Sorocaba","2019-04-13",4,2019,14933531460000,"Caixa Acopl Parati Br 6L Logasa","752X2514XXXXXXXXXXXX",18048130,2.62
27,"Sorocaba","2019-04-09",4,2019,14601767300000,"ARG MASSA PRONTA INT/EXT CINZA 50KG VOT","64X3373XXXXXXXXXXXXX",18190000,4.09
46,"Tamboré","2020-04-23",4,2020,14956773000000,"REV AC RET INT 45X90 SHADOW MIX BLUE M2","964747XXXXXXXXXXXXXX",6726130,49.26
11,"Rio Barra","2020-04-03",4,2020,14904140500000,"CARR P/CARGA PLAT 500KG ACO MADE RD PNEU","6735252XXXXXXXXXXXXX",82515000,120.67
7,"Rio Norte","2019-04-13",4,2019,14941411426000,"REV AC RET INT 45X90 CUBIC BLACK M2","3999692XXXXXXXXXXXXX",21921100,-16.59
7,"Rio Norte","2019-04-05",4,2019,14614396900000,"Cabo flexivel 2,5mm2 100m vd sil","91447274XXXXXXXXXXXX",25220407,0.15
22,"Anhanguera","2020-04-29",4,2020,14945217400000,"Kit Gab Star L56XP34cm Br/Carvalh Sensea","73X7457XXXXXXXXXXXXX",12322600,52.78
1,"Interlagos","2019-04-30",4,2019,14676462200000,"ARG ACI INT CINZA 20KG VOT","7732X4XXXXXXXXXXXXXX",4776100,36.41
1,"Interlagos","2019-04-26",4,2019,14901444010000,"ARG PISO/PISO INT/EXT BCO 20KG VOT","143777X14XXXXXXXXXXX",4457130,4.14
1,"Interlagos","2020-04-26",4,2020,14914152220000,"Sofá Balanço 3lug Lisboa Marrom Naterial","1442959147XXXXXXXXXX",4742090,260.76
1,"Interlagos","2020-04-24",4,2020,14903759200000,"REV AC BOLD INT 32X50 CA22507 M2","59776X6XXXXXXXXXXXXX",4455370,25.65
24,"Lar Center","2020-04-28",4,2020,14990999500000,"REV BR BOLD INT 32X54 6029 M2","1434X754XXXXXXXXXXXX",2286001,19.53
24,"Lar Center","2019-04-19",4,2019,14914454620000,"RODAPE 50MM ESTILO BCO MAX PC","141454X73XXXXXXXXXXX",12948666,158.34
24,"Lar Center","2020-04-26",4,2020,14914952141000,"REV AC BOLD INT 33X59 LVA33005 M2 ART","1437497X7XXXXXXXXXXX",2239010,3.47
39,"São José","2019-04-27",4,2019,14140067020000,"Pl 4x2 3 mod br Brava","143262235XXXXXXXXXXX",88066465,-0.99
26,"Jacarepagua","2019-04-08",4,2019,14914797340000,"PISO BR INT 47X47 CA17008 DENVER M2","143276742XXXXXXXXXXX",21371170,29
20,"BH Sul","2019-05-08",5,2019,14962751400000,"PORC ESM AC RET INT58X58 MEDITERRANEO M2","1433456XXXXXXXXXXXXX",30626440,18.27
21,"Niteroi","2020-05-28",5,2020,14143601950000,"Plugue femea 2p+t 20a pt Fame","66672914XXXXXXXXXXXX",20040006,0.53
22,"Anhanguera","2020-05-18",5,2020,14990571410000,"Lamp Ledc Pequena G9 2.5W Lexman","144461453XXXXXXXXXXX",13172793,1.17
22,"Anhanguera","2019-05-27",5,2019,14915141446000,"CHAPA OSB TAPUME 8X1220X2200","6947697XXXXXXXXXXXXX",13050700,5.36
23,"Taguatinga","2020-05-09",5,2020,14143761434000,"PISO BR INT 51,5X51,5 CANELA M2","14535767XXXXXXXXXXXX",71995010,73.65
23,"Taguatinga","2019-05-10",5,2019,14956430000000,"SERRA FITA BANCADA 900W LB1200F 220V","3473X9XXXXXXXXXXXXXX",71805728,481.39
24,"Lar Center","2019-05-19",5,2019,14932079100000,"PISO AC EXT 60X60 BG HD61474 M2 ART","3X71424XXXXXXXXXXXXX",2276080,15.08
24,"Lar Center","2019-05-28",5,2019,14914707040000,"PORC ESM AC RET INT58,5X58,5 MIT M2 ART","143233X49XXXXXXXXXXX",2403070,23.09
26,"Jacarepagua","2019-05-04",5,2019,14901414566000,"PEDRA NATURAL MIRACEMA 11,5X23CM M2","44144967XXXXXXXXXXXX",21310270,9.93
27,"Sorocaba","2020-05-15",5,2020,14760131410000,"Cabo pp cristal 2x0,5(ml) dni","61459673XXXXXXXXXXXX",18048080,0.65
27,"Sorocaba","2019-05-12",5,2019,14910600300000,"LIXA SECA 225X275 GRÃO 320 NORTON","77341436XXXXXXXXXXXX",18285000,0.38
27,"Sorocaba","2019-05-30",5,2019,14936149440000,"CIMENTO CPII 32 TODAS AS OBRA 50KG VOT","14347X477XXXXXXXXXXX",18071150,123.69
27,"Sorocaba","2020-05-13",5,2020,14937132400000,"PISO AC EXT 61X61 CZ PRADA M2","5454443XXXXXXXXXXXXX",18055117,28.45
29,"Uberlandia","2019-05-04",5,2019,14914141064000,"REV AC BOLD INT 34X50 GALICIA MR M2 ART","29777144XXXXXXXXXXXX",38408646,35.78
32,"São Leopoldo","2019-05-03",5,2019,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","142514141466XXXXXXXX",93260390,18.14
32,"São Leopoldo","2019-05-23",5,2019,14921149900000,"MANTA AXTON 2MM 20,4M2","1459934XXXXXXXXXXXXX",95670000,127.85
32,"São Leopoldo","2019-05-22",5,2019,14144964710000,"Pia Granito 180X55 Cbc 11 Arabe Pop","14275994XXXXXXXXXXXX",93290340,-4.29
33,"Londrina","2019-05-22",5,2019,14991424140000,"CIMENTO CP II E32 RS 50KG NACIONAL","14X52654XXXXXXXXXXXX",86080740,7.61
35,"Curitiba Atuba","2019-05-15",5,2019,14913141610000,"PREGO LISO 3,4X25 MM 1CX2.0KG","143473994XXXXXXXXXXX",82015000,15.05
35,"Curitiba Atuba","2019-05-10",5,2019,14999051600000,"CIMENTO CP II F 32 50KG CAUÊ","143475557XXXXXXXXXXX",82620300,18.56
35,"Curitiba Atuba","2019-05-10",5,2019,14914364040000,"Coluna P/Lavat Eco Plus Br Roca","14355X3XXXXXXXXXXXXX",82810550,6.77
36,"BH Norte","2019-05-29",5,2019,14929616500000,"ARG ACI CZ 20KG AXTON","147142259XXXXXXXXXXX",31250230,17.76
36,"BH Norte","2020-05-17",5,2020,14914952600000,"REV AC BOLD INT 33X59 LVA33010 M2 ART","27733XXXXXXXXXXXXXXX",31741250,8.14
36,"BH Norte","2019-05-25",5,2019,14922979100000,"ARGAMASSA COLANTE ACIII MG","314926714XXXXXXXXXXX",31910064,15.65
38,"Fortaleza","2019-05-26",5,2019,14917014720000,"ARG ACII INT/EXT CINZA 15KG REJUNTAMIX","14X52149X4XXXXXXXXXX",60181032,4.75
41,"Anália Franco","2020-05-18",5,2020,14143651440000,"Osb 2440X1220X15Mm M2","55146665XXXXXXXXXXXX",3424000,1.32
45,"São Bernardo","2020-05-07",5,2020,90234614300000,"REV AC BOLD INT 33,5X60 GRANADA M2","144391421414XXXXXXXX",8676140,89.32
45,"São Bernardo","2019-05-23",5,2019,14144736020000,"Cola p/ moldura santa luzia 1 kg","143473774XXXXXXXXXXX",9280490,3.54
45,"São Bernardo","2020-05-20",5,2020,14921411920000,"Conj tom 2p+t 10a 4x2 horiz br Stella","633X242XXXXXXXXXXXXX",4812100,1.26
45,"São Bernardo","2020-05-30",5,2020,14143754130000,"Pedra madeira rosa 11,5 x 23 cm fama","14395977XXXXXXXXXXXX",9601010,6.21
45,"São Bernardo","2019-05-20",5,2019,14945151600000,"PORC ESM AC BOLD INT60X60 HAN CHICAGO M2","1433493XXXXXXXXXXXXX",9812210,132.48
45,"São Bernardo","2019-05-06",5,2019,14924947500000,"BL CONCRETO VEDAÇÃO VAZADO 14X19X39","6414739XXXXXXXXXXXXX",9693030,52.2
49,"Natal","2020-05-18",5,2020,14914411920000,"PTA GIRO POST BCO VD LISO 210X80E","14X2142664XXXXXXXXXX",59069150,34.15
50,"Maceio","2019-05-22",5,2019,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","14X6769X3XXXXXXXXXXX",57046782,5.65
50,"Maceio","2020-05-21",5,2020,14795774400000,"Curva 90 curta esg 40mm ou 1.1/2-plasti","14314144777XXXXXXXXX",57052620,1.6
58,"Marginal Tietê 2","2019-05-15",5,2019,14923142260000,"PORC ESM AC RET INT19,4X118,2 RESER N M2","1434724214XXXXXXXXXX",6220090,50.42
58,"Marginal Tietê 2","2019-05-06",5,2019,14933540000000,"Kit Vaso Sanit C/Cx 3/6L Vert Debba Br","4432735XXXXXXXXXXXXX",11680000,-2.25
57,"Vitoria","2020-06-20",6,2020,14999404400000,"PISO AC EXT 54X54 CA14521 M2","14559X646XXXXXXXXXXX",29163611,150.42
1,"Interlagos","2019-06-26",6,2019,14914706200000,"PORC ESM RET INT42,4X86,5 SUCUPIR M2 ART","57746XXXXXXXXXXXXXXX",4836265,53.3
1,"Interlagos","2020-06-29",6,2020,14990024400000,"PAINEL PINUS 17X300X2000MM","145724536XXXXXXXXXXX",4833001,11.14
1,"Interlagos","2020-06-16",6,2020,14979263300000,"ADESIVO ARQUITECH BR 400G","147672414XXXXXXXXXXX",4410110,4.06
2,"Ribeirão Preto","2019-06-27",6,2019,14979217100000,"Vaso Sanit P/Cx Vert Eco Plus Br Roca","1435914736XXXXXXXXXX",14250000,11.2
2,"Ribeirão Preto","2020-06-18",6,2020,14143651440000,"Osb 2440X1220X15Mm M2","4X64555XXXXXXXXXXXXX",14079320,7.7
2,"Ribeirão Preto","2019-06-10",6,2019,14956166100000,"Lavat Susp Eco 40x30Cm Br Celite","143554365XXXXXXXXXXX",14408008,12.93
3,"Campinas D. Pedro","2020-06-02",6,2020,14991557400000,"Concentrado marrom u-z-12 0,946ml","145373393XXXXXXXXXXX",13912118,9.25
3,"Campinas D. Pedro","2019-06-13",6,2019,14920461200000,"REJ BRANCO 1KG ACRIL AREA UMIDA ARGATEX","5XX7376XXXXXXXXXXXXX",13026480,18.99
3,"Campinas D. Pedro","2020-06-09",6,2020,14517614120000,"Assento Conv Almofadado Caramelo Astra","6X6144142XXXXXXXXXXX",13088110,7.25
4,"Contagem","2020-06-20",6,2020,14922971440000,"ARGAMASSA COLANTE ACII MG","14374X772XXXXXXXXXXX",30660270,21.5
4,"Contagem","2019-06-15",6,2019,14922979100000,"ARGAMASSA COLANTE ACIII MG","77991433XXXXXXXXXXXX",30720090,49.24
4,"Contagem","2020-06-26",6,2020,14990927400000,"RODAPE N9 7970403 MR 50X2400 PC","5769357XXXXXXXXXXXXX",30535580,-0.22
5,"Raposo Tavares","2020-06-19",6,2020,90220354000000,"PORC POL RET INT 60X60 ADHARA M2","77X714142XXXXXXXXXXX",5787000,29.5
5,"Raposo Tavares","2019-06-21",6,2019,14974514240000,"MANTA 1,20X8,0 AXTON M2","71479142XXXXXXXXXXXX",6045210,16.12
5,"Raposo Tavares","2020-06-13",6,2020,14937332600000,"PORC ESM AC BOLD INT60X60 CETIM BIANC M2","145594X147XXXXXXXXXX",5574210,26.91
7,"Rio Norte","2019-06-22",6,2019,14774149060000,"Bloco cer ved 09x19x19cm (rj)","539141492XXXXXXXXXXX",20930150,16.43
7,"Rio Norte","2019-06-22",6,2019,14971416920000,"Pincel p/ parede simples 1/2  TIGRE 695","465745XXXXXXXXXXXXXX",20735160,0.52
7,"Rio Norte","2019-06-07",6,2019,14914730210000,"Porta toalha living industrial preta-fan","1432926414XXXXXXXXXX",22410003,115.23
7,"Rio Norte","2020-06-08",6,2020,90036436000000,"CAVALETE MADEIRA PINUS ATE 90KG 75X80CM","2227532XXXXXXXXXXXXX",22790382,5.41
7,"Rio Norte","2019-06-13",6,2019,14791635300000,"Bancada multiuso bm 600","6649X43XXXXXXXXXXXXX",21931170,0.87
9,"Curitiba","2020-06-12",6,2020,90514470400000,"GUIA 0,48X3M PLUS ESPES 0,50 BARBI","143X22647XXXXXXXXXXX",81470280,4.75
9,"Curitiba","2020-06-27",6,2020,14999514500000,"REV BR RET INT 31X55 319130 M2 ART","1453942142XXXXXXXXXX",81530240,233.7
10,"Sao Caetano","2020-06-03",6,2020,14999149020000,"Kit Vaso Sanit C/Cx 3/6L Vert Gap Br Roc","61465X76XXXXXXXXXXXX",9350616,75.47
11,"Rio Barra","2019-06-25",6,2019,14797975200000,"Cuba Aco 304 N2 56x34x17 4,5 Fosco","147614X45XXXXXXXXXXX",22450221,67.84
11,"Rio Barra","2019-06-18",6,2019,14524296200000,"Suporte alum regulavel pr 21x2.5x3.8cm","1425145X1414XXXXXXXX",22780086,19.18
11,"Rio Barra","2020-06-01",6,2020,14960501420000,"Fixa fio coaxial 4pt 1,8X25 c/60pçs Sfor","1414739775XXXXXXXXXX",22765007,0.37
26,"Jacarepagua","2020-04-01",4,2020,14144322040000,"Textura graffiato riscado 28kg palha","51437X614XXXXXXXXXXX",22740360,7.59
10,"Sao Caetano","2020-04-04",4,2020,14937343100000,"ANTI IMPACTO REDONDO G","327143XXXXXXXXXXXXXX",9541250,0.01
