"LOJA","NM_LOJA","DT_ESTOQUE","MES_ESTOQUE","ANO_ESTOQUE","SKU","SKU_DESC","TOP_ABASTECIMENTO","UNIDADE_MEDIDA","QUANTIDADE_ESTOQUE"
26,"Jacarepagua","2020-09-07",9,2020,14997321200000,"CHAVE PHILLIPS 1/4X6 CRV SPARTA",1,"UN",7.08
27,"Sorocaba","2020-09-07",9,2020,14939636300000,"Aquecedor halogeno 127v mondial",0,"UN",1.1
27,"Sorocaba","2020-09-07",9,2020,14761941300000,"Chuv s/cano 4t 220V 6800W Super Duc-Fame",1,"UN",3.32
27,"Sorocaba","2020-09-07",9,2020,14994659100000,"Organizador p/gav pto 155x100x120cm",1,"UN",1.03
28,"Brasilia Norte","2020-09-07",9,2020,14945979000000,"Vaso Sanit P/Cx Vert Porto Br Luzarte",2,"UN",4.92
29,"Uberlandia","2020-09-07",9,2020,90401431410000,"REV BR RET INT 31X58 LBR31001 M2 ART",2,"M2",25.69
32,"São Leopoldo","2020-09-07",9,2020,90621437000000,"Vaso Plastico Denise 15x14 Café",1,"UN",1.65
32,"São Leopoldo","2020-09-07",9,2020,14914146900000,"Inseticida Sprutizit AF 500ml",0,"UN",3.03
34,"São José do Rio Preto","2020-09-07",9,2020,14937113500000,"PISO AC INT 61X61 PARQUET M2 ART",2,"M2",7.83
34,"São José do Rio Preto","2020-09-07",9,2020,14751963500000,"Verniz ac polikol 3.6l imbuia",1,"UN",8.52
34,"São José do Rio Preto","2020-09-07",9,2020,14943014100000,"Esm sint. luxens ab 0,9l cinza escuro",1,"UN",8.14
34,"São José do Rio Preto","2020-09-07",9,2020,14993967500000,"Kit Varao Eco Compacto 28mm 1,50m IMBUIA",1,"UN",5.57
34,"São José do Rio Preto","2020-09-07",9,2020,14140444460000,"Machado Soldado 3,5 C/Cabo 100Cm",0,"UN",3.07
35,"Curitiba Atuba","2020-09-07",9,2020,14140614155000,"Fecho command reposicional grande preto",2,"UN",4.68
35,"Curitiba Atuba","2020-09-07",9,2020,14957325300000,"PORC ESM PO RET INT 84X84 ETRUSCAN M2",0,"M2",10.14
35,"Curitiba Atuba","2020-09-07",9,2020,90394773000000,"PIS VIN INDSTRY 30,5X61 1,5MM ADS M2 AR",2,"M2",41.69
35,"Curitiba Atuba","2020-09-07",9,2020,14965714340000,"Poltrona Resina Ilhabela Branca",2,"UN",32.74
36,"BH Norte","2020-09-07",9,2020,90714140120000,"Mop Spray Slim Novica Bettanin",1,"UN",1.56
39,"São José","2020-09-07",9,2020,90164130000000,"P Par TNT 0,53x10 Anna Moka Bg Insp",1,"UN",0.75
39,"São José","2020-09-07",9,2020,14914227050000,"PIS VIN LIFE MAPLE 15,24X91,4 COL M2 EU",2,"M2",110.98
39,"São José","2020-09-07",9,2020,14792501420000,"SERRA ESQ 10 3310 1800W 220V SKIL",1,"UN",1.55
41,"Anália Franco","2020-09-07",9,2020,14956492300000,"LAMP LEDC BULBO 4.8W AM BIV Galaxy",2,"UN",5.52
41,"Anália Franco","2020-09-07",9,2020,14949753400000,"Gab Eterno L85xP39cm Madeira Natural PeC",1,"UN",3.73
41,"Anália Franco","2020-09-07",9,2020,14145393250000,"Tubo exte univ plast br-equation",1,"UN",7.62
42,"Jaguaré","2020-09-07",9,2020,14941207100000,"Pl 4x4 c/ sup cega Bianco Pro",2,"UN",117.11
42,"Jaguaré","2020-09-07",9,2020,14913141960000,"TELHA SHINGLE DURATION AR OC  CHOCOLA LP",2,"UN",20.47
44,"Campo Grande","2020-09-07",9,2020,14759175600000,"Pta shampoo misu 4819 jacwal",1,"UN",0.91
44,"Campo Grande","2020-09-07",9,2020,14733414350000,"Lixeira Inox 3L c/ pedal prata Sensea",1,"UN",0.86
44,"Campo Grande","2020-09-07",9,2020,14666001400000,"Vaso Sanit Conv Infantil Diamantina Br",1,"UN",1.97
44,"Campo Grande","2020-09-07",9,2020,14955059400000,"MART PERF-ROMP 1500W 127V DEXTER4",2,"UN",13.06
45,"São Bernardo","2020-09-07",9,2020,14912142420000,"Tampa ret p/lixeira plast vm 40L eco",1,"UN",1.62
45,"São Bernardo","2020-09-07",9,2020,90390272000000,"Kit Gab Capella L0,31xP0,40cm Berlin/Pt",2,"UN",2.52
46,"Tamboré","2020-09-07",9,2020,14903204100000,"Torn coz 127v 5500w mes bma 4t slim br",1,"UN",1
46,"Tamboré","2020-09-07",9,2020,14140011720000,"Escorredor prato plast pto Infinity",1,"UN",12.73
49,"Natal","2020-09-07",9,2020,14514069200000,"4pés c/rod p/gel/frz/fg ext ft br10013qt",1,"UN",7.91
49,"Natal","2020-09-07",9,2020,14997146510000,"Cadeira Alu Multiuso Alta Listrada Vm",1,"UN",21.33
49,"Natal","2020-09-07",9,2020,14755394200000,"Perfil aco teto f47 larg 0,50mm-3m knauf",1,"UN",2333.29
49,"Natal","2020-09-07",9,2020,14934764300000,"FORRO DECOR 200MM/8 NOGUEIRA C/ 6M",1,"M2",2.05
49,"Natal","2020-09-07",9,2020,14959604500000,"Porta dobradiça 40cm espelho champagne",1,"UN",1.01
50,"Maceio","2020-09-07",9,2020,14914355640000,"JAN COR NAT 4FL VD CAN 150 X100",1,"UN",0.31
55,"Taubaté","2020-09-07",9,2020,14904122500000,"REV AC RET INT 43,2X91 BLANCHE 2470 M2",2,"M2",8.19
55,"Taubaté","2020-09-07",9,2020,14914434250000,"REV BR RET INT 31X55 31160 M2",2,"M2",80.25
57,"Vitoria","2020-09-07",9,2020,14959039600000,"BALCAO 2PTA SPRING L BCO MATTE 70",2,"UN",4.27
58,"Marginal Tietê 2","2020-09-07",9,2020,14523716600000,"Tanque Louca 50x38 22L Br Deca",1,"UN",14.72
99,,"2020-09-07",9,2020,14974675500000,"PORC ESM AC RET INT 50X101 AMBRE M2 ART",1,"M2",44578.9
1,"Interlagos","2020-09-08",9,2020,14714905300000,"PORC ESM AC BOLD INT60X60 CIMENTO NAT M2",2,"M2",33.41
1,"Interlagos","2020-09-08",9,2020,14753220000000,"Chuv s/cano 3t 220V 5400W Stilo-Forusi",1,"UN",1.89
2,"Ribeirão Preto","2020-09-08",9,2020,14910041400000,"Chuv 4t 127V 5400W Evidence-Fame",1,"UN",0.53
2,"Ribeirão Preto","2020-09-08",9,2020,14920914060000,"KIT CHAVES DE APERTO 43PÇS DEXTER",2,"UN",2.4
2,"Ribeirão Preto","2020-09-08",9,2020,14140299140000,"Fita isolante pvc 10m pt dni",1,"UN",0.2
3,"Campinas D. Pedro","2020-09-08",9,2020,14145637620000,"Transformador bivolt 750va rcg",1,"UN",1.58
3,"Campinas D. Pedro","2020-09-08",9,2020,14914037210000,"REV AC BOLD INT33,5X60 ASPEN SLIM BCO M2",2,"M2",12.38
3,"Campinas D. Pedro","2020-09-08",9,2020,14140299560000,"Campainha s/fio biv dni 6397",1,"UN",2.43
3,"Campinas D. Pedro","2020-09-08",9,2020,90349214000000,"Resist chuv 4t advanced/topjet 127 5500",1,"UN",2.59
3,"Campinas D. Pedro","2020-09-08",9,2020,14579454100000,"Acril ac toque seda 3,6l branco",1,"UN",2.19
3,"Campinas D. Pedro","2020-09-08",9,2020,14991042200000,"Evap DUAL Inverter 22000 btus Fr LG",2,"UN",3.5
4,"Contagem","2020-09-08",9,2020,14914213330000,"REV BR RET INT 30X60 MATCH OCEAN M2",2,"M2",45.4
4,"Contagem","2020-09-08",9,2020,14964199300000,"Box Front Vid Inc 6mm 130x190cm Kit Br",1,"UN",10.87
4,"Contagem","2020-09-08",9,2020,14971409500000,"Caixa Acopl Boss Cinza Fosca 3/6L Incepa",0,"UN",1.99
4,"Contagem","2020-09-08",9,2020,14524361430000,"Lavat Susp Vogue Plus 36x46Cm Creme Deca",2,"UN",1.29
4,"Contagem","2020-09-08",9,2020,14145121230000,"Pta pratika soc c/lb fris bco217x098x08d",2,"UN",2.89
4,"Contagem","2020-09-08",9,2020,90712601000000,"PISO BR INT 58X58 NAPOLI M2",1,"M2",206.69
4,"Contagem","2020-09-08",9,2020,90301459600000,"Torn coz 127v 4800w par bma af prime br",1,"UN",6.11
5,"Raposo Tavares","2020-09-08",9,2020,14914314532000,"REV AC RET INT 32,5X59 ASPEN SLIM BCO M2",2,"M2",6.52
7,"Rio Norte","2020-09-08",9,2020,14996714710000,"ESC 7 DEGR ALUMINIO 1,92M 120KG BOTAFOGO",1,"UN",60.55
7,"Rio Norte","2020-09-08",9,2020,14530125100000,"Anel borracha esg 75mm ou 3-tigre",1,"UN",27.55
7,"Rio Norte","2020-09-08",9,2020,14914632910000,"Grama Sint Elba 25mm 1x5m Naterial",1,"UN",23.95
7,"Rio Norte","2020-09-08",9,2020,14931416140000,"Caixa plastica br 19x38,x28,5 16L rattam",1,"UN",13.67
519,,"2020-09-08",9,2020,14937321400000,"PISO AC INT 56X56 56045 M2",1,"M2",6.54
9,"Curitiba","2020-09-08",9,2020,90423014100000,"Kit 5 Lamp Led 9W Biv Br Lexman",1,"UN",429.78
9,"Curitiba","2020-09-08",9,2020,14665729100000,"Pl red 4 pol Blanc",2,"UN",22.34
10,"Sao Caetano","2020-09-08",9,2020,90701414560000,"Pend E27 Met/Vd PT 1L Moon Clear Auremar",1,"UN",5.92
10,"Sao Caetano","2020-09-08",9,2020,14914229220000,"PIS LAM VISION CRV SERENO 180X21,5X0,8M2",1,"M2",73.88
10,"Sao Caetano","2020-09-08",9,2020,14914462460000,"MOD INT SIMPLES 10A-250V BR GRACIA",1,"UN",0.25
11,"Rio Barra","2020-09-08",9,2020,14999407200000,"PISO BRI INT 54X54 CA14001 M2",2,"M2",4.69
11,"Rio Barra","2020-09-08",9,2020,14914952600000,"REV AC BOLD INT 33X59 LVA33010 M2 ART",2,"M2",136.74
12,"Morumbi","2020-09-08",9,2020,14641421444000,"Botao acion sup emb MB-Astra",1,"UN",2.74
12,"Morumbi","2020-09-08",9,2020,14914703750000,"Persiana PVC PORTLAND 140x155 25mm BR",1,"UN",3.7
12,"Morumbi","2020-09-08",9,2020,14931414144500,"Pers Hor Alum Inspire BR 25mm 120X140",2,"UN",2.34
16,"Ricardo Jafet","2020-09-08",9,2020,14971479300000,"Porta Papel Higienico Mt Cr Piatina Sens",1,"UN",2.1
16,"Ricardo Jafet","2020-09-08",9,2020,14644274100000,"Suporte Dobrável Branco L Em Aco 38Cm",1,"UN",0.81
16,"Ricardo Jafet","2020-09-08",9,2020,14141514630000,"Box Front Sanf PVC 100x185cm Br BCF",1,"UN",1.31
16,"Ricardo Jafet","2020-09-08",9,2020,14549144130000,"pilha alcalina grande d c/2 energizer",1,"UN",1.48
18,"Goiania","2020-09-08",9,2020,90619291000000,"BLOCO CONCR CELULAR 60X30X12,5CM SICAL",1,"UN",310.67
19,"Porto Alegre","2020-09-08",9,2020,90114414710000,"KIT PT BAT 75 MSO PRIMER DIR 210X720X350",1,"UN",2.2
20,"BH Sul","2020-09-08",9,2020,14714961146000,"Pl 4x4 2mod sal Nereya",2,"UN",17.42
20,"BH Sul","2020-09-08",9,2020,14911442400000,"Vaso Sanit Conv Sifonica Debba Br Roca",1,"UN",27.99
20,"BH Sul","2020-09-08",9,2020,14957039000000,"PTA CORR IDEAL VDG 200X215 R14",2,"UN",1.65
20,"BH Sul","2020-09-08",9,2020,14952645100000,"Acab monoc duch crom unic ap/bp 4993c90",2,"UN",2.04
20,"BH Sul","2020-09-08",9,2020,14646511430000,"Coluna P/Lavat Sabara Cz Cl Icasa",2,"UN",0.16
20,"BH Sul","2020-09-08",9,2020,14145635030000,"Estab 300va bivolt saida 115v rcg preto",1,"UN",1.58
21,"Niteroi","2020-09-08",9,2020,14144157540000,"Pta balc cor lat facilita 215x150x14 d",2,"UN",2.81
22,"Anhanguera","2020-09-08",9,2020,14754451300000,"Caixa dagua poli facil instalacao 1000l",2,"UN",15.69
22,"Anhanguera","2020-09-08",9,2020,90321693000000,"PORTA LISA COLMEIA BCO UV 210X90x3,5CM",2,"UN",99.66
22,"Anhanguera","2020-09-08",9,2020,14141621230000,"Lixeira Inox 5L c/ pedal prata Sensea",1,"UN",4.42
22,"Anhanguera","2020-09-08",9,2020,14729555100000,"Terminal esq mold galv cort28 -cfort",1,"UN",1.01
22,"Anhanguera","2020-09-08",9,2020,14937043500000,"VEN COR ALFORT FE 3FM BCO 100X150X8,7-3",2,"UN",0.03
22,"Anhanguera","2020-09-08",9,2020,90102733000000,"PTA GI LA S/FRI PUX 40 215X095 R4,5LUC I",2,"UN",2.64
23,"Taguatinga","2020-09-08",9,2020,90741409100000,"PISO AC RET INT 25X110 MATUA RX25502 M2",0,"M2",21.03
24,"Lar Center","2020-09-08",9,2020,14957211200000,"Chuv 4t 220V 7500W Thor-Equation",2,"UN",9.39
24,"Lar Center","2020-09-08",9,2020,14970039400000,"PERFIL T TECNO N°10 1,80M",1,"UN",13.77
24,"Lar Center","2020-09-08",9,2020,14714052630000,"Chuv 8t 127V 5500W Spot-Hydra",1,"UN",1.57
26,"Jacarepagua","2020-09-08",9,2020,14952043100000,"P Retrato PVC Lila 13x18 BCO",1,"UN",7.89
26,"Jacarepagua","2020-09-08",9,2020,14145657360000,"Sup lcd/pl/led 19a56 artic pto stpa50",1,"UN",0.27
26,"Jacarepagua","2020-09-08",9,2020,14930774300000,"PORC POL RET INT 62,5X62,5 BIANCO MST M2",1,"M2",6028.67
27,"Sorocaba","2020-09-08",9,2020,14926414400000,"BL VIDRO INC OND  19X19X8CM SEVES",2,"UN",234.27
27,"Sorocaba","2020-09-08",9,2020,14939614460000,"Furad Imp GSB 550W 127V + 34 acc Bosch",1,"UN",2.42
28,"Brasilia Norte","2020-09-08",9,2020,14961319500000,"Bau Puff desmont 40x40x40 cm Flores",2,"UN",1.68
28,"Brasilia Norte","2020-09-08",9,2020,14674470000000,"CAIXA DAGUA POLI AGUA PROTEGIDA 2500L",1,"UN",1.43
29,"Uberlandia","2020-09-08",9,2020,14961197000000,"Espelho 80x60cm Mold Preto Formacr",2,"UN",4.37
32,"São Leopoldo","2020-09-08",9,2020,90613026000000,"Tap Supreme 200x250 Triângulos 55/39 Az",1,"UN",1.66
32,"São Leopoldo","2020-09-08",9,2020,14971507300000,"Spot Sob E27 Verre 3L Prata Inspire",1,"UN",0.08
32,"São Leopoldo","2020-09-08",9,2020,14969939300000,"Spot Pers Cup G9 Scido Inspire",2,"UN",0.44
32,"São Leopoldo","2020-09-08",9,2020,14937135200000,"REV AC BOLD INT32X57 ISAB PLUS MT M2 ART",2,"M2",13.9
34,"São José do Rio Preto","2020-09-08",9,2020,90539561000000,"PORTA PIVO LAM EVOL PUX ALBR D210X120BMK",2,"UN",0.55
34,"São José do Rio Preto","2020-09-08",9,2020,14143161510000,"Lum psp3025 1x20w br c/ reat pantoja",0,"UN",2.47
34,"São José do Rio Preto","2020-09-08",9,2020,90031333000000,"Kit 5pcs Metal Crome Fresh Imp",1,"UN",15.31
35,"Curitiba Atuba","2020-09-08",9,2020,14961491452000,"PAST VIDRO AZL ESCURO K 2505 30X30 PC",2,"UN",67.4
35,"Curitiba Atuba","2020-09-08",9,2020,14969009000000,"LANTERNA LUMIN. LED BIV REC. YG5715NSBA",1,"UN",1.79
35,"Curitiba Atuba","2020-09-08",9,2020,90492024000000,"MASSA P/ DRYWALL 5KG HOLD",1,"UN",1.09
35,"Curitiba Atuba","2020-09-08",9,2020,14766137100000,"Gab Cris Master 961 L62xP46cm Cris",1,"UN",2.82
35,"Curitiba Atuba","2020-09-08",9,2020,14907314310000,"Vent mesa 30cm pto 127v mondial",0,"UN",92.99
38,"Fortaleza","2020-09-08",9,2020,14917505100000,"PORTA T/VENEZIANA BCO 210X80E",2,"UN",1.43
38,"Fortaleza","2020-09-08",9,2020,14953514500000,"Pl 4x4 cega laranja Lille Color",0,"UN",66.97
38,"Fortaleza","2020-09-08",9,2020,14923390000000,"REV BRI BOL EXT 20X20 AZ NAVAL M2",0,"M2",1.71
39,"São José","2020-09-08",9,2020,14942204600000,"RIPA PINUS 600, KD E4E 21X48X2500MM",2,"UN",1.13
39,"São José","2020-09-08",9,2020,14914144242000,"Nicho caixote mad pinus 40x30 folk",1,"UN",17.28
41,"Anália Franco","2020-09-08",9,2020,90429024000000,"REV AC RET INT 32,5X59 ESCALA MARINHO M2",2,"M2",1.64
42,"Jaguaré","2020-09-08",9,2020,14599466400000,"ARG MASSA PRONTA INT/EXT CINZA 20KG VOT",2,"UN",1291.68
44,"Campo Grande","2020-09-08",9,2020,14603967400000,"Grelha flexivel bocal calha alum -bella",2,"UN",3.93
44,"Campo Grande","2020-09-08",9,2020,14771451466000,"Sup lcd/pl/led 32a 65'' fixo pto stpf6",1,"UN",3.75
45,"São Bernardo","2020-09-08",9,2020,14994976200000,"Penteadeira Arujá Branco Politorno",1,"UN",1.87
49,"Natal","2020-09-08",9,2020,14914902410000,"PORC ESM AC RET INT 19X90,2 SAVANA FU M2",1,"M2",220.39
49,"Natal","2020-09-08",9,2020,90514994000000,"PORTA FRISO PSS04 UV COLM CP 210X60X3,5",1,"UN",7.43
49,"Natal","2020-09-08",9,2020,14917465200000,"REJ BRANCO P 3KG CIMNT AREA SECA ELIANE",1,"UN",19.77
49,"Natal","2020-09-08",9,2020,14912550500000,"Vaso Cerâmica Redondo M 12x17cm",1,"UN",59.49
49,"Natal","2020-09-08",9,2020,14914624720000,"ESCORREDOR LOUCA 18 ESCOVADO NEUTRAL",1,"UN",1.35
50,"Maceio","2020-09-08",9,2020,14947961440000,"FITA VEDAROSCA 18MMX50M-EQUATION",1,"UN",2.01
50,"Maceio","2020-09-08",9,2020,14714070900000,"Cabo flex 2,5mm2 100m az Megatron",1,"UN",2.41
55,"Taubaté","2020-09-08",9,2020,14923901400000,"PORTA FORTLINE POSTIGO BCO 210X86 E",2,"UN",12.84
57,"Vitoria","2020-09-08",9,2020,14531572000000,"Te 90 aquatherm 22mm-tigre",1,"UN",1.47
58,"Marginal Tietê 2","2020-09-08",9,2020,14913143400000,"TELHA FIBROC ONDUL 4mm 2,44x0,5m  BRASIL",1,"UN",29
61,,"2020-09-08",9,2020,14941241440000,"AREIA LAVADA FINA 18 KG CARTEFIX",1,"UN",421.03
61,,"2020-09-08",9,2020,14914141036000,"REV AC BOLD INT34X50 COMPOSTEL MR M2 ART",1,"M2",2362.03
99,,"2020-09-08",9,2020,14946077000000,"REFIL ROLO P/PDE RUGOSA S/C 15CM DEXTER",2,"UN",25399.09
99,,"2020-09-08",9,2020,90376545000000,"COND+EVAP SPLIT INVE 9KBTU FR EQUATION",1,"UN",218.79
99,,"2020-09-08",9,2020,14914750510000,"Vaso Cerâmica Rustic Natural 22cm Marro",0,"UN",107.85
99,,"2020-09-08",9,2020,14922571000000,"Assento Dama Termof FS Amort Br Incepa",2,"UN",2.54
99,,"2020-09-08",9,2020,14914177560000,"Barra de Apoio Touch 30cm Aco Br Sensea",1,"UN",198.77
