"LOJA","NM_LOJA","DT_ESTOQUE","MES_ESTOQUE","ANO_ESTOQUE","SKU","SKU_DESC","TOP_ABASTECIMENTO","UNIDADE_MEDIDA","QUANTIDADE_ESTOQUE"
29,"Uberlandia","2020-09-05",9,2020,14933336300000,"Soquete p/ lampada T8 c/2peças A.Santos",1,"UN",47.84
29,"Uberlandia","2020-09-05",9,2020,14721433145000,"Pl 4x2 1 posto branco puro Decor",1,"UN",73.59
32,"São Leopoldo","2020-09-05",9,2020,14714214034000,"Ct10 parafuso ph cch c/ bucha 05mm",1,"UN",0.19
32,"São Leopoldo","2020-09-05",9,2020,14143013320000,"EXT. PROL HARD WORK 3X2,5MM 3M LJ DANEVA",1,"UN",1.11
32,"São Leopoldo","2020-09-05",9,2020,14931460030000,"Porta Papel Hig Plast Br Ventosa Sensea",1,"UN",2.93
32,"São Leopoldo","2020-09-05",9,2020,90622140500000,"REV BR BOLD INT 33X57 52065 M2 ART",2,"M2",18.73
32,"São Leopoldo","2020-09-05",9,2020,90267422000000,"Sup P/ Vassouras 5Ganchos 4,5X33,5X5cm",1,"UN",2.36
32,"São Leopoldo","2020-09-05",9,2020,14763541500000,"Rodape poli 457 frisado bco 240x10cm",1,"UN",31.94
33,"Londrina","2020-09-05",9,2020,14143611454000,"Roçadeira FS55R Gas 1Hp",2,"UN",0.71
33,"Londrina","2020-09-05",9,2020,14970516100000,"Rack mad br c/porta 150x40x52 cm Memory",2,"UN",1.44
33,"Londrina","2020-09-05",9,2020,14670261460000,"ESCORREDOR LOUCAS CROM PAREDE PARAF/BUCH",1,"UN",5.72
34,"São José do Rio Preto","2020-09-05",9,2020,14953114900000,"Lavatorio Louca Remix L106xP48cm Sensea",0,"UN",1.87
34,"São José do Rio Preto","2020-09-05",9,2020,90397076000000,"Gab Vintage L75 c/Cuba Br/Pt Mazzuco",2,"UN",2.87
35,"Curitiba Atuba","2020-09-05",9,2020,14947736000000,"Cuba Ap Ret Vero C/M 35x30cm Br Sensea",1,"UN",5.35
35,"Curitiba Atuba","2020-09-05",9,2020,14956146960000,"SUPORTE FOLHA LIXA NORTON",1,"UN",2.78
35,"Curitiba Atuba","2020-09-05",9,2020,14967766500000,"Rack mad pt 120x56x40 Urban Spaceo",0,"UN",1.25
35,"Curitiba Atuba","2020-09-05",9,2020,14143699950000,"Pers Dia e Noite Rain Evolux LN 140X160",2,"UN",2.4
36,"BH Norte","2020-09-05",9,2020,14907147660000,"Micro Retífica 150W 220V 62 acs Dexter",2,"UN",2.63
36,"BH Norte","2020-09-05",9,2020,14527352400000,"Cortina box 1,35mx1,80m polieteno Branca",1,"UN",3.18
36,"BH Norte","2020-09-05",9,2020,14913142140000,"LP OSB APA PLUS 9,5X1200X2400",1,"UN",326.98
39,"São José","2020-09-05",9,2020,14501497110000,"Coluna p/ Tanque Louca 53x20 Br Icasa",1,"UN",11.85
39,"São José","2020-09-05",9,2020,14919001400000,"PTA COR DIV CENT 3F BCO 160X214X15",2,"UN",0.41
39,"São José","2020-09-05",9,2020,14761711400000,"Mao franc c/ fix leve pr 28,5x20x1,6cm",0,"UN",2.65
41,"Anália Franco","2020-09-05",9,2020,14144774310000,"Frontal escada alamo",1,"UN",5.29
42,"Jaguaré","2020-09-05",9,2020,14141142145000,"663406 pl 4x4 cega blue gloss nereya",0,"UN",80.97
45,"São Bernardo","2020-09-05",9,2020,14140145350000,"Torn coz par bma af luny 2168c40-romar",1,"UN",2.88
45,"São Bernardo","2020-09-05",9,2020,14914656145000,"Tanque Louca 40x39 7L Br Celite",1,"UN",1.32
45,"São Bernardo","2020-09-05",9,2020,14714134950000,"Massa corrida luxens 6kg",1,"UN",2.91
45,"São Bernardo","2020-09-05",9,2020,14550435600000,"Joelho 90 azul 25mmx3/4''-tigre",1,"UN",2.88
46,"Tamboré","2020-09-05",9,2020,14914762060000,"Lixadeira de Parede 850W 220V LED WBR",1,"UN",2.47
49,"Natal","2020-09-05",9,2020,14917462400000,"REJ MARROM 3KG CIMENT AREA SECA ELIANE",1,"UN",19.26
49,"Natal","2020-09-05",9,2020,14901493145000,"Fte 2Gav Grenoble/ R.Sereno 2d90",0,"UN",1.07
50,"Maceio","2020-09-05",9,2020,90407975000000,"REV BR BOLD INT 32X66 WH NATIVE M2",2,"M2",2.12
50,"Maceio","2020-09-05",9,2020,14646504300000,"Lavat Susp Sabara 42x32Cm Cz Cl Ica",2,"UN",2.48
50,"Maceio","2020-09-05",9,2020,14914560040000,"Chuv 4t 220V 6800W Futura-Lorenzetti",1,"UN",2.95
57,"Vitoria","2020-09-05",9,2020,14971314900000,"Acril fo interno luxens 2,5l argila",1,"UN",2.09
58,"Marginal Tietê 2","2020-09-05",9,2020,14646502200000,"Lavat Susp Sabara 42x32Cm Br Icasa",1,"UN",2.2
58,"Marginal Tietê 2","2020-09-05",9,2020,14914524620000,"Lum.Teto C/Lamp 3X10W Barcelona Br Biv T",1,"UN",2.49
58,"Marginal Tietê 2","2020-09-05",9,2020,14993911500000,"Spot Sob Basic 2L Barra GU10 100W Branco",1,"UN",0.85
58,"Marginal Tietê 2","2020-09-05",9,2020,90612634000000,"ALMOF MICRO DES DAVI LINE 45x45 MC",1,"UN",13.76
61,,"2020-09-05",9,2020,14993975200000,"CIMENTO CP II F 32 50KG CAUÊ",1,"UN",402.85
99,,"2020-09-05",9,2020,90401401000000,"REV EXT ACET NIEVE BR 20X20 M2",1,"M2",417.17
99,,"2020-09-05",9,2020,14775335100000,"Porta giro pratk basc 1f bco 217x87x6,5e",1,"UN",2.03
99,,"2020-09-05",9,2020,14796214540000,"Banh S/Hidro SERENITY 150x75 Jacuzzi",1,"UN",8.11
99,,"2020-09-05",9,2020,14953691600000,"Mod Tamp+Prat L45xP46cm Bordo Remix",2,"UN",0.96
99,,"2020-09-05",9,2020,14973937000000,"BROCA CERÂMICA 5X55MM DEXTERPRO",1,"UN",85.42
99,,"2020-09-05",9,2020,14974640500000,"Monoc lav bb mia pt-sensea",1,"UN",6.94
99,,"2020-09-05",9,2020,14952214600000,"Gancho p/grama artificial 15,3cm c/06 vd",1,"UN",2912.25
99,,"2020-09-05",9,2020,90006574000000,"Conj 3 pçs plástico/inox naterial",1,"UN",251.31
1,"Interlagos","2020-09-06",9,2020,14725469200000,"29902 cotovelo exter sx pl pial",0,"UN",25.87
2,"Ribeirão Preto","2020-09-06",9,2020,14932142320000,"Pisograma MG-01 43x33x7cm.",0,"UN",40.71
3,"Campinas D. Pedro","2020-09-06",9,2020,14937132400000,"PISO AC EXT 61X61 CZ PRADA M2",2,"M2",39.5
3,"Campinas D. Pedro","2020-09-06",9,2020,14979256300000,"RODAPE 100MM C/FRISO BCO 2,40M",1,"UN",29.1
3,"Campinas D. Pedro","2020-09-06",9,2020,14144611442000,"Kit exaustao aquec basic 60mm- 1,5m equa",1,"UN",0.78
3,"Campinas D. Pedro","2020-09-06",9,2020,14914995720000,"Acab monoc p/duch quadra 520pf370-fani",1,"UN",0.81
3,"Campinas D. Pedro","2020-09-06",9,2020,90474692000000,"Lampledc  Altap 16W 1901Lm Neu Lexm",1,"UN",2.66
3,"Campinas D. Pedro","2020-09-06",9,2020,90749143400000,"Repara Madeira Alabastine 75g Cumaru",1,"UN",9.98
4,"Contagem","2020-09-06",9,2020,14140614134000,"KIT PARAF  PVC  3,5 C/20UN PRECON",1,"UN",1.99
4,"Contagem","2020-09-06",9,2020,14714621030000,"Vent mesa 30cm pt 127v ventsol",0,"UN",1.25
4,"Contagem","2020-09-06",9,2020,90193635000000,"PORC ESM PO RET INT 62X62 SNOW M2",2,"M2",7663.68
4,"Contagem","2020-09-06",9,2020,14976371460000,"Mist lav mes ba city cr-docol",1,"UN",1.01
4,"Contagem","2020-09-06",9,2020,90361400500000,"Espelho 60X30cm Lap Ad Speed Temper",1,"UN",19.33
4,"Contagem","2020-09-06",9,2020,14905770300000,"EXT.PROL PP 3X2,5MM 3M PT MEGATRON",1,"UN",0.32
4,"Contagem","2020-09-06",9,2020,14665914950000,"Caixa Acopl Sabara Areia 3/6L Icasa",1,"UN",3.93
5,"Raposo Tavares","2020-09-06",9,2020,14956201410000,"Gab Barcelona L60xP45cm Br Tempr Venturi",1,"UN",1.52
7,"Rio Norte","2020-09-06",9,2020,14141034350000,"Aromatizador de ambiente lavanda 120 ml",1,"UN",0.4
7,"Rio Norte","2020-09-06",9,2020,14973955200000,"ESMER ANG  4,5CGA18LD 18V DEXTER",2,"UN",0.94
519,,"2020-09-06",9,2020,14914039100000,"Kit Gab Carol L70xP33cm Ebano C/Cuba",0,"UN",1.8
9,"Curitiba","2020-09-06",9,2020,14930303200000,"PTA IDEA LAMBRI 1F 215X88 DIR",2,"UN",5.05
9,"Curitiba","2020-09-06",9,2020,14945146560000,"Climatizador frio 7,5L 127v br Elgin",2,"UN",0.08
9,"Curitiba","2020-09-06",9,2020,14925097300000,"Tanque Inox c/ Gab 63x51,5x85,2 Franke",1,"UN",12.06
9,"Curitiba","2020-09-06",9,2020,90596324000000,"Almof Geo Micro 40x40 PT",1,"UN",22.24
9,"Curitiba","2020-09-06",9,2020,14914272143000,"ALICATE CORTE DIAGONAL DEXTER 6 ISOLADO",1,"UN",7.06
9,"Curitiba","2020-09-06",9,2020,14914745750000,"LUVA FLEXCTATIL G/PRETO DANNY",1,"UN",103.02
10,"Sao Caetano","2020-09-06",9,2020,90261432500000,"Lixeira Plast 5L c/Tampa Cinza Brinox",1,"UN",17.33
11,"Rio Barra","2020-09-06",9,2020,90619305000000,"BLOCO CONCR CELULAR 60X30X15CM SICAL",1,"UN",63.13
11,"Rio Barra","2020-09-06",9,2020,14761199300000,"Carrinho Aux Br 200 Cris Metal",1,"UN",1.11
11,"Rio Barra","2020-09-06",9,2020,90706336000000,"LADRI HID BRANDEIRA AZ BR 20X20 PC YBY",1,"UN",1.66
12,"Morumbi","2020-09-06",9,2020,90411411100000,"CILIND REPOS AROUCA PERFIL/BICO PAPAG CR",1,"UN",2.43
12,"Morumbi","2020-09-06",9,2020,14764249200000,"Mod tom 2p+t 10a Pial plus",1,"UN",7.6
13,"Brasilia Sul","2020-09-06",9,2020,90613523000000,"Cuba Semi Enc Nancy C/M 43x42 Br Sensea",1,"UN",3.23
13,"Brasilia Sul","2020-09-06",9,2020,14956271410000,"REV AC BOLD INT 20X20 RESORT OFF WH M2",0,"M2",3.32
13,"Brasilia Sul","2020-09-06",9,2020,14523533200000,"Vaso Sanit Conv Ravena Gelo Deca",1,"UN",10.29
13,"Brasilia Sul","2020-09-06",9,2020,14946659400000,"FORRO PERMATTI FRISADO BCO 4X0,20X8MM",1,"M2",39.79
14,,"2020-09-06",9,2020,14953747600000,"Arm C/Prat A173xL45xP14cm Amad Esc Remi",0,"UN",2.56
14,,"2020-09-06",9,2020,14974663600000,"PISO AC INT 61X61 CONCRETO PLUS M2 ART",1,"M2",439.41
15,"São José Campos","2020-09-06",9,2020,90397321000000,"Banqueta Dobrável Basic Cinza e Preto",1,"UN",52.62
17,"Bangu","2020-09-06",9,2020,14141921530000,"Limpa vidro klyo 1l",1,"UN",8.69
17,"Bangu","2020-09-06",9,2020,14144279130000,"Mod Cigarra br Bivolt Vivace",0,"UN",20.82
18,"Goiania","2020-09-06",9,2020,14961414450000,"Kit Vaso Sanit C/Cx 3/4,5L Vert Compacta",1,"UN",2.51
19,"Porto Alegre","2020-09-06",9,2020,14966900600000,"Prat podium mad branco 120x19x3 formato",1,"UN",9.76
19,"Porto Alegre","2020-09-06",9,2020,14976490600000,"CANTONEIRA METALICA CR 2: 300 CM",2,"UN",20.33
19,"Porto Alegre","2020-09-06",9,2020,14990630600000,"BUCHA UNIV PLAST PARAFUSO 4,8X50MM 6UN",1,"UN",3.88
19,"Porto Alegre","2020-09-06",9,2020,14990923200000,"RODAPE N2 7970401 CZ 50X2400 PC",1,"UN",36.6
19,"Porto Alegre","2020-09-06",9,2020,14996792000000,"ESC 4DEGR ALUM�?NIO 0,084M 120KG BOTAFOGO",1,"UN",28.55
19,"Porto Alegre","2020-09-06",9,2020,14144903600000,"Valv p/chuveirinho 1/2 cr-fame",1,"UN",1.86
19,"Porto Alegre","2020-09-06",9,2020,14749142360000,"Conj inter simp horiz 4x2 10a br S19",1,"UN",2.41
20,"BH Sul","2020-09-06",9,2020,14914140553000,"Vent Teto Led Finley Br 3P C/Rem 127V H",2,"UN",2.71
20,"BH Sul","2020-09-06",9,2020,14962764300000,"Tel s/ fio c/ Id v.voz pt M 750 Motorola",1,"UN",0.68
20,"BH Sul","2020-09-06",9,2020,14991427460000,"Floreira Estante 4 prt Madeira Alfazema",2,"UN",0.24
20,"BH Sul","2020-09-06",9,2020,14145519460000,"Vaso res europa redondo 33cm cafe",1,"UN",1.67
20,"BH Sul","2020-09-06",9,2020,14930214500000,"Assento Delicat Multi Almofadado Branco",1,"UN",0.47
20,"BH Sul","2020-09-06",9,2020,14717130100000,"Fita dup face tra fixa forte12mmx2m (3m)",1,"UN",5.38
21,"Niteroi","2020-09-06",9,2020,14144119040000,"Assento Vogue Plus Termo Gelo Soft Clos",0,"UN",9.03
22,"Anhanguera","2020-09-06",9,2020,14947714500000,"Espe Atacama  L60xA67 cm Br Darabas",2,"UN",2.83
22,"Anhanguera","2020-09-06",9,2020,14953614460000,"Arm C/Porta A77xL60xP14cm Amad Cla Remi",2,"UN",1.01
23,"Taguatinga","2020-09-06",9,2020,14903955200000,"PORC ES AC BD INT 59,5X59,5 YORK SGR M2",2,"M2",2.17
23,"Taguatinga","2020-09-06",9,2020,14145460730000,"Ct 25 bucha nylon 8mm c/paraf mad phillp",1,"UN",47.54
24,"Lar Center","2020-09-06",9,2020,14956156300000,"Valv lav click 1609 rg-fani",1,"UN",5.6
26,"Jacarepagua","2020-09-06",9,2020,14775051600000,"Banh C/Hidro GOLDLINE 150x80 Ourofino",2,"UN",2.61
27,"Sorocaba","2020-09-06",9,2020,14765533000000,"DOBRADIÇA P/PTA C/ANEL CROM ATÉ 21KG 3UN",1,"UN",2.16
28,"Brasilia Norte","2020-09-06",9,2020,14972676300000,"Lavad Alta Pressão 1500Libras 1200w 220v",1,"UN",1.84
28,"Brasilia Norte","2020-09-06",9,2020,14914775360000,"FELTRO REDONDO AUTOADESIVO 30MM PTO 8UN",1,"UN",2.26
29,"Uberlandia","2020-09-06",9,2020,90373141500000,"Gab Iron Black L60 Dourado Fosc Venturi",2,"UN",2.51
32,"São Leopoldo","2020-09-06",9,2020,14976414710000,"PERFIL F 530: 300 CM",1,"UN",281.59
32,"São Leopoldo","2020-09-06",9,2020,14952349000000,"Kit Fita Led C/ 2,5M Ip65 Biv Rgb Unile",2,"UN",9.16
32,"São Leopoldo","2020-09-06",9,2020,14143013320000,"EXT. PROL HARD WORK 3X2,5MM 3M LJ DANEVA",1,"UN",1.07
32,"São Leopoldo","2020-09-06",9,2020,90143615100000,"Lamp Fil Pêra ST64 14cm Am 40W GMH 220V",1,"UN",2.73
33,"Londrina","2020-09-06",9,2020,14952337100000,"Kit Fita Led C/ 5M Ip65 Biv Br Quente U",0,"UN",2.63
33,"Londrina","2020-09-06",9,2020,14796944100000,"Banh C/Hidro BUZIOS Basic 150x80 Stampla",2,"UN",2.36
33,"Londrina","2020-09-06",9,2020,14952140260000,"Spot Emb LED Quad Cob 6w L.BR Blumenau",2,"UN",0.91
34,"São José do Rio Preto","2020-09-06",9,2020,90031165000000,"Porta Papel Hig Plastico Br Funky Imp",1,"UN",23.03
34,"São José do Rio Preto","2020-09-06",9,2020,14143231020000,"Cort Grama SL-30T 1050W 127v",2,"UN",2.17
34,"São José do Rio Preto","2020-09-06",9,2020,90712622000000,"PISO BR INT 58X58 VENEZA M2",1,"M2",10.51
34,"São José do Rio Preto","2020-09-06",9,2020,14145421453000,"PORC ESM AC RET INT60X60 BAUHAUS CEME M2",2,"M2",38.8
34,"São José do Rio Preto","2020-09-06",9,2020,14942369100000,"Gab C/Esp 956 L74xP45cm Br Cris Metal",2,"UN",3.42
35,"Curitiba Atuba","2020-09-06",9,2020,14955143710000,"VIT CORR IDEAL ELO VG 150X100 GT R12",1,"UN",10.79
35,"Curitiba Atuba","2020-09-06",9,2020,14735950300000,"Kit Mang de Gás Aço c/Reg Esf 80cm Vinig",1,"UN",0.2
36,"BH Norte","2020-09-06",9,2020,90421514300000,"COLA  3KG",2,"UN",2.22
36,"BH Norte","2020-09-06",9,2020,90361407500000,"Lum Chão E27 Met Dou 1L Moon Spotline",1,"UN",0.87
38,"Fortaleza","2020-09-06",9,2020,14956632300000,"PORC ES AC BOLD EXT59,5X59,5 CARVALHO M2",0,"M2",10.8
38,"Fortaleza","2020-09-06",9,2020,14144661050000,"Porta Shamp Duplo Canto Paraf Met Arthi",1,"UN",0.65
38,"Fortaleza","2020-09-06",9,2020,14993953500000,"Coifa GlassTouch Parede 90cm 220V 15644",2,"UN",1.62
39,"São José","2020-09-06",9,2020,14917712300000,"JANELA HOME VITRÔ 4F 100x120",2,"UN",2.21
39,"São José","2020-09-06",9,2020,14520152200000,"Verniz bri tingidor neutrex 0,9l",1,"UN",7.48
39,"São José","2020-09-06",9,2020,14929617200000,"ARG ACIII MULTIUSO CZ 20KG AXTON",1,"UN",1043.24
39,"São José","2020-09-06",9,2020,14145579030000,"Spot Sob E27 Lanterna 2L Branco Franzmar",1,"UN",2.54
39,"São José","2020-09-06",9,2020,14937119100000,"PISO AC INT 61X61 FREIJO M2",1,"M2",121.5
41,"Anália Franco","2020-09-06",9,2020,14773415000000,"Ralo pq quad plast cr gr2/as-astra",0,"UN",1.46
42,"Jaguaré","2020-09-06",9,2020,14929414350000,"Pl 4x2 2mod dist quadr br Arteor",1,"UN",12
49,"Natal","2020-09-06",9,2020,90613733000000,"Cuba Ap Quad Versalh C/M 35cm Br Sensea",1,"UN",2.98
49,"Natal","2020-09-06",9,2020,14921044300000,"PIS LAM GOIANIA JAO 120X21,5X0,65M2 ART",1,"M2",984.07
49,"Natal","2020-09-06",9,2020,14922309200000,"REBOTEC HIDROFUGANTE NANOTECNICO 4KG",1,"UN",0.82
55,"Taubaté","2020-09-06",9,2020,14941141433000,"CUNHA NIVELADORA N5 PACOTE COM 50 PC",1,"UN",0.88
55,"Taubaté","2020-09-06",9,2020,14914047100000,"GERADOR TG1200CXH 1000W 6L 110V",0,"UN",2.76
57,"Vitoria","2020-09-06",9,2020,14912445500000,"Dremel Escariador 111 Cilíndrico 1/32",1,"UN",1.1
58,"Marginal Tietê 2","2020-09-06",9,2020,14962369500000,"Painel LED 2em1 Red 24w L.BR 29,5cm Ins",1,"UN",2.43
58,"Marginal Tietê 2","2020-09-06",9,2020,14990517200000,"Lamp Ledc A60 11W Biv Nt Lexman",1,"UN",59.8
58,"Marginal Tietê 2","2020-09-06",9,2020,14956141600000,"Acab pq prima 509df210-fani",2,"UN",6.89
58,"Marginal Tietê 2","2020-09-06",9,2020,90401439500000,"REV AC RET INT 61X61 61042 M2",2,"M2",1.51
99,,"2020-09-06",9,2020,14646500100000,"Vaso Sanit Conv Sabara Cz Claro Icasa",1,"UN",4.06
99,,"2020-09-06",9,2020,14941432960000,"Pers Bambu Externa 120X160",0,"UN",1.73
99,,"2020-09-06",9,2020,14931490400000,"Monoc lav bb mes nory cr-sensea",1,"UN",145.9
99,,"2020-09-06",9,2020,14930303200000,"PTA IDEA LAMBRI 1F 215X88 DIR",1,"UN",50.68
1,"Interlagos","2020-09-07",9,2020,14144611414400,"Torn coz par bma af maruja br-viqua.",1,"UN",4.98
1,"Interlagos","2020-09-07",9,2020,14914454550000,"RODAPE 70MM ESTILO BCO MAX",1,"UN",109.92
1,"Interlagos","2020-09-07",9,2020,14714905300000,"PORC ESM AC BOLD INT60X60 CIMENTO NAT M2",2,"M2",10.01
1,"Interlagos","2020-09-07",9,2020,14991114010000,"PISO BR INT 53X53 NAPOLI M2",0,"M2",0.96
2,"Ribeirão Preto","2020-09-07",9,2020,14937139400000,"REV BR BOLD INT 32X57 GAVEA M2",1,"M2",10.5
2,"Ribeirão Preto","2020-09-07",9,2020,14906241440000,"PIS LAM EVD CRV RUST N9 136X22X0,7M2",1,"M2",142.45
2,"Ribeirão Preto","2020-09-07",9,2020,14796362400000,"VENEZ. 6FLS 100X120 S/G BCO FORTLINE",2,"UN",5.28
2,"Ribeirão Preto","2020-09-07",9,2020,14776592300000,"Ombrelone Central Alu Garden Branco 2,5m",2,"UN",2.91
2,"Ribeirão Preto","2020-09-07",9,2020,14143914149100,"PORC ES AC BD EXT 59,5X59,5 WH SILEX M2",2,"M2",1.6
2,"Ribeirão Preto","2020-09-07",9,2020,14915252500000,"FRONTAL PS800 800ML",1,"UN",1.51
3,"Campinas D. Pedro","2020-09-07",9,2020,90161533000000,"REV AC RET INT 29,1X87,7 DIAMANTE MAT M2",2,"M2",1.56
3,"Campinas D. Pedro","2020-09-07",9,2020,14961469300000,"Painel LED Emb Qd 60w L.BR 62cm Galaxy",0,"UN",2.41
4,"Contagem","2020-09-07",9,2020,14735905500000,"Varal Sanfonado Aco 1,20M design Italian",1,"UN",0.23
4,"Contagem","2020-09-07",9,2020,90134751000000,"PORTA FRISO F09 BONDOOR AG 3,5x210X82cm",1,"UN",15.24
5,"Raposo Tavares","2020-09-07",9,2020,14914924950000,"Espr Madeira Garopaba 0,65x1,83m Jatobá",1,"UN",5.23
5,"Raposo Tavares","2020-09-07",9,2020,14914445450000,"PIS LAM NEW EL SBIANCAT N8 136X29X0,7M2",2,"M2",36.89
5,"Raposo Tavares","2020-09-07",9,2020,90370042000000,"Tampo P&C 120 Island",2,"UN",0.6
7,"Rio Norte","2020-09-07",9,2020,14917466600000,"REJ PALHA 3KG CIMENT AREA SECA ELIANE",1,"UN",0.71
7,"Rio Norte","2020-09-07",9,2020,14979314230000,"PORTA DE BAMBU 80x210cm CEDRO",2,"UN",0.54
7,"Rio Norte","2020-09-07",9,2020,90311774000000,"Pisc Armar PRISM Red 6503L",1,"UN",213.25
9,"Curitiba","2020-09-07",9,2020,14996170400000,"Escada Extensiva de Alumínio 9x2 degraus",1,"UN",1.94
9,"Curitiba","2020-09-07",9,2020,14921491160000,"Mod cego br Lille",1,"UN",4.82
9,"Curitiba","2020-09-07",9,2020,90614314100000,"Kit 2 Cestos Organizadores P Vd Men 2L",1,"UN",1.51
9,"Curitiba","2020-09-07",9,2020,14945217400000,"Kit Gab Star L56XP34cm Br/Carvalh Sensea",1,"UN",32.23
9,"Curitiba","2020-09-07",9,2020,14141141456200,"PAR-FUR IMP 1/2 20V DCD785C2 127V DEWALT",1,"UN",5.16
10,"Sao Caetano","2020-09-07",9,2020,14941952600000,"Climatizador portatil CLA 127v Ventisol",0,"UN",1.04
10,"Sao Caetano","2020-09-07",9,2020,14939664300000,"Pia Inox 200X56 CBI15 Bella Franke",1,"UN",4.68
10,"Sao Caetano","2020-09-07",9,2020,90622994000000,"Vent Teto Led Slim 3P Cris 220V Aliseu",2,"UN",3.59
11,"Rio Barra","2020-09-07",9,2020,90426146100000,"Mesa Alum Giratória Porto Rico Bc 150cm",1,"UN",0.97
11,"Rio Barra","2020-09-07",9,2020,14930042100000,"Prensa cabos 1/16'' 4 pçs",1,"UN",0.28
11,"Rio Barra","2020-09-07",9,2020,14141514651000,"Box Front Sanf PVC 130x185cm Br BCF",1,"UN",1.71
12,"Morumbi","2020-09-07",9,2020,90032124000000,"desemp dentada 290x115x0,6 Diamond",1,"UN",2.27
13,"Brasilia Sul","2020-09-07",9,2020,14970714200000,"Redutor PH e Alcali Liquido 1L Axton",1,"UN",0.77
13,"Brasilia Sul","2020-09-07",9,2020,14904147220000,"Condulete multiplo L 3/4 s/tampa Tramon",1,"UN",0.08
13,"Brasilia Sul","2020-09-07",9,2020,14914961560000,"PORC ESM PO RET INT50X101 SILVERSTONE M2",2,"M2",3.99
13,"Brasilia Sul","2020-09-07",9,2020,14750141420000,"Banh C/Hidro MYSIA 165x86 Jacuzzi",1,"UN",5.41
13,"Brasilia Sul","2020-09-07",9,2020,90253142000000,"Esp Emold NMP 32x72 Bco 4506",1,"UN",0.53
13,"Brasilia Sul","2020-09-07",9,2020,14936491200000,"Spot Boca Vidro Tabaco 1L",1,"UN",1.9
14,,"2020-09-07",9,2020,90140011500000,"REV AC BOLD INT 30X60 NORD RIS M2",0,"M2",244.23
15,"São José Campos","2020-09-07",9,2020,14941446750000,"Arandela Lampião 1L Ouro Velho Emalustre",1,"UN",0.21
15,"São José Campos","2020-09-07",9,2020,14714070760000,"Cabo flex 2,5mm2 100m br Megatron",1,"UN",1.22
15,"São José Campos","2020-09-07",9,2020,14140765550000,"ROD MOV CHP 45KG PLAST S/FR GIR 41MM PTO",1,"UN",12.54
16,"Ricardo Jafet","2020-09-07",9,2020,14791461150000,"Fita cond 2p 2.5mm2 (ml) eletrofitas",1,"M",0.02
16,"Ricardo Jafet","2020-09-07",9,2020,14960052500000,"Protetor endredom br 30X60X45cm",1,"UN",3.26
16,"Ricardo Jafet","2020-09-07",9,2020,90370336000000,"Saboneteira Preta Touch Imp",1,"UN",52.1
16,"Ricardo Jafet","2020-09-07",9,2020,14745661400000,"Torn lav bb mes max 1197c34-deca",1,"UN",4.65
17,"Bangu","2020-09-07",9,2020,90314910000000,"MOD 2 CARREG USB 2400mA  PTO PIAL PLUS+",1,"UN",0.89
17,"Bangu","2020-09-07",9,2020,14754142160000,"KIT CHAVE IMPACTO 1/2 ROCKING CHI320K",1,"UN",1.5
18,"Goiania","2020-09-07",9,2020,14976414150000,"GUIA R 48 PL 300 CM",1,"UN",184.3
18,"Goiania","2020-09-07",9,2020,14914141022000,"REV AC BOLD INT34X50 COMPOSTEL CZ M2 ART",1,"M2",5.95
18,"Goiania","2020-09-07",9,2020,90014335000000,"Mesa Aço Fix 1,50x0,90m Cinza Escuro",1,"UN",5.32
18,"Goiania","2020-09-07",9,2020,90406603000000,"Climatizador Peler 4 Torre 220 Olimpia",2,"UN",2.04
18,"Goiania","2020-09-07",9,2020,14994203400000,"Tanque DP c/ Gab MarmS 115x52x91,5 Sense",1,"UN",2.58
19,"Porto Alegre","2020-09-07",9,2020,14905314950000,"N�?VEL DW088K DEWALT",1,"ST",1.09
19,"Porto Alegre","2020-09-07",9,2020,14714135160000,"Massa acrilica luxens 5,6kg",1,"UN",1.14
21,"Niteroi","2020-09-07",9,2020,14704373300000,"Porta alumifort ab ven bco 216x88x5,4d",2,"UN",0.05
21,"Niteroi","2020-09-07",9,2020,14995511400000,"TALHADEIRA 14X250X250MM MTX",1,"UN",1.08
21,"Niteroi","2020-09-07",9,2020,90622595000000,"PISO BR INT 60X60 61018 BENI M2",2,"M2",25.87
22,"Anhanguera","2020-09-07",9,2020,14957714030000,"Triturador Residuos 0,56HP 127v In Sink",1,"UN",0.9
22,"Anhanguera","2020-09-07",9,2020,14975526000000,"BALCAO 4GAV SPRING L NODO 40",2,"UN",5.29
22,"Anhanguera","2020-09-07",9,2020,14955142660000,"VEN IDEAL ELO 200X100 R12",2,"UN",4.16
22,"Anhanguera","2020-09-07",9,2020,14961495200000,"Painel LED Sob Qua 36w L.NT 40cm Galaxy",0,"UN",7.71
22,"Anhanguera","2020-09-07",9,2020,90114510200000,"ARG PORC INT/EXT BCO 20K AXTON",1,"UN",63.95
22,"Anhanguera","2020-09-07",9,2020,14914147000000,"KIT GAB ISIS C/TPO L44xP30 EBANO DARABAS",2,"UN",4.71
23,"Taguatinga","2020-09-07",9,2020,14962939300000,"NUMERO 2 7,5x15 CM CERÂMICA BG GABRIEL",1,"UN",1.97
23,"Taguatinga","2020-09-07",9,2020,14956625300000,"PORC ESM AC RET INT 1X1 PAPER BE M2",2,"M2",9.37
23,"Taguatinga","2020-09-07",9,2020,14144123450000,"Numero residencial liso adesivado cr(7)",0,"UN",3.89
